FOM,contract_id,MOC,POC,usage_score,support_score,activity_score,score_y_c,ischr,score_final,score_final_b,support_score_label,usage_score_label,activity_score_label
2021-12-01,contract_1_2_10,12,1.0,0.1666666666666666,0.875,0.0,0.11,0,0.6526422500610352,1,healthy,healthy,
2022-01-01,contract_1_3_6,1,0.0833333333333333,-0.8333333333333333,0.0,0.125,0.06,0,0.002841775771230459,0,,risky,healthy
2022-02-01,contract_1_3_6,2,0.1666666666666666,-0.1666666666666666,0.0,0.25,0.06,0,0.001448434661142528,0,,risky,healthy
2022-03-01,contract_1_3_6,3,0.25,-0.1666666666666666,0.0,0.0,0.06,0,0.10845250636339188,0,,risky,
2022-04-01,contract_1_3_6,4,0.3333333333333333,-0.1666666666666666,0.0,0.375,0.06,0,0.00021458204719237983,0,,risky,healthy
2022-05-01,contract_1_3_6,5,0.4166666666666667,-0.1666666666666666,-0.25,0.75,0.06,0,3.0092593078734353e-05,0,risky,risky,healthy
2022-06-01,contract_1_3_6,6,0.5,-0.1666666666666666,-0.25,0.0,0.06,0,0.201809361577034,0,risky,risky,
2022-07-01,contract_1_3_6,7,0.5833333333333334,0.1666666666666666,-0.125,0.75,0.06,0,0.00014488835586234927,0,risky,healthy,healthy
2022-08-01,contract_1_3_6,8,0.6666666666666666,0.5,-0.125,0.0,0.06,0,0.19117070734500885,0,risky,healthy,
2022-09-01,contract_1_3_6,9,0.75,0.5,-0.25,0.75,0.06,0,0.0004275160899851471,0,risky,healthy,healthy
2022-10-01,contract_1_3_6,10,0.8333333333333334,-0.1666666666666666,-0.125,0.75,0.06,0,0.004305362701416016,0,risky,risky,healthy
2022-11-01,contract_1_3_6,11,0.9166666666666666,0.1666666666666666,-0.125,0.0,0.06,0,0.3479084372520447,0,risky,healthy,
2022-12-01,contract_1_3_6,12,1.0,0.0,-0.25,0.875,0.06,0,0.0003885610494762659,0,risky,normal,healthy
2023-01-01,contract_1_4_3,1,0.0833333333333333,-0.1666666666666666,0.0,0.0,0.18,0,0.25200018286705017,0,,risky,
2023-02-01,contract_1_4_3,2,0.1666666666666666,-0.3333333333333333,0.0,0.125,0.18,0,0.026965344324707985,0,,risky,healthy
2023-03-01,contract_1_4_3,3,0.25,-0.1666666666666666,0.0,0.25,0.18,0,0.003053792752325535,0,,risky,healthy
2023-04-01,contract_1_4_3,4,0.3333333333333333,0.3333333333333333,-0.625,0.375,0.18,0,0.00022957193141337484,0,risky,healthy,healthy
2023-05-01,contract_1_4_3,5,0.4166666666666667,-0.1666666666666667,-0.625,0.0,0.18,0,0.13778278231620789,0,risky,risky,
2023-06-01,contract_1_4_3,6,0.5,-0.1666666666666666,-0.625,0.875,0.18,0,8.017397703952156e-06,0,risky,risky,healthy
2023-07-01,contract_1_4_3,7,0.5833333333333334,-0.1666666666666666,-0.5,0.875,0.18,0,6.719192697346443e-06,0,risky,risky,healthy
2023-08-01,contract_1_4_3,8,0.6666666666666666,-0.1666666666666666,-0.5,0.875,0.18,0,9.472048986935988e-06,0,risky,risky,healthy
2023-09-01,contract_1_4_3,9,0.75,-0.5,-0.625,0.875,0.18,0,4.254956729710102e-05,0,risky,risky,healthy
2023-10-01,contract_1_4_3,10,0.8333333333333334,-0.3333333333333333,-0.5,0.0,0.18,0,0.10350313782691956,0,risky,risky,
2023-11-01,contract_1_4_3,11,0.9166666666666666,-0.3333333333333333,-0.5,0.0,0.18,0,0.10991839319467545,0,risky,risky,
2023-12-01,contract_1_4_3,12,1.0,-0.1666666666666666,0.25,0.875,0.18,0,6.028351344866678e-05,0,healthy,risky,healthy
2024-01-01,contract_1_5_1,1,0.0833333333333333,0.3333333333333333,0.0,0.0,0.6,1,0.8173279762268066,1,,healthy,
2024-02-01,contract_1_5_1,2,0.1666666666666666,-0.5,0.0,0.0,0.6,1,0.7731578350067139,1,,risky,
2024-03-01,contract_1_5_1,3,0.25,0.1666666666666666,0.0,0.0,0.6,1,0.7775862216949463,1,,healthy,
2024-04-01,contract_1_5_1,4,0.3333333333333333,-0.1666666666666666,0.0,0.0,0.6,1,0.8048011064529419,1,,risky,
2024-05-01,contract_1_5_1,5,0.4166666666666667,-0.1666666666666666,0.0,-0.5,0.6,1,0.9304993748664856,1,,risky,risky
2024-06-01,contract_1_5_1,6,0.5,-0.3333333333333333,0.0,-0.25,0.6,1,0.9259714484214783,1,,risky,risky
2024-07-01,contract_1_5_1,7,0.5833333333333334,0.1666666666666666,0.0,0.0,0.6,1,0.8145539164543152,1,,healthy,
2024-08-01,contract_1_5_1,8,0.6666666666666666,0.1666666666666666,0.0,-0.125,0.6,1,0.8662629723548889,1,,healthy,risky
2024-09-01,contract_1_5_1,9,0.75,-0.1666666666666666,0.0,0.0,0.6,1,0.8432585000991821,1,,risky,
2024-10-01,contract_1_5_1,10,0.8333333333333334,-0.1666666666666666,0.0,0.0,0.6,1,0.8564231395721436,1,,risky,
2024-11-01,contract_1_5_1,11,0.9166666666666666,-0.3333333333333333,0.0,0.0,0.6,1,0.9048402309417725,1,,risky,
2024-12-01,contract_1_5_1,12,1.0,-0.1666666666666666,0.0,0.0,0.6,1,0.9307092428207397,1,,risky,
2020-11-01,contract_11_1_1,1,0.0833333333333333,-0.3333333333333333,0.0,0.0,0.04,1,0.14867788553237915,0,,risky,
2020-12-01,contract_11_1_1,2,0.1666666666666666,-1.0,0.0,0.0,0.04,1,0.1451055258512497,0,,risky,
2021-01-01,contract_11_1_1,3,0.25,0.1666666666666666,0.0,0.0,0.04,1,0.24365344643592834,0,,healthy,
2021-02-01,contract_11_1_1,4,0.3333333333333333,0.5,-0.5,-0.125,0.04,1,0.2881517708301544,0,risky,healthy,risky
2021-03-01,contract_11_1_1,5,0.4166666666666667,0.1666666666666666,-0.125,0.0,0.04,1,0.26854756474494934,0,risky,healthy,
2021-04-01,contract_11_1_1,6,0.5,-0.5,0.0,0.0,0.04,1,0.30347922444343567,0,normal,risky,
2021-05-01,contract_11_1_1,7,0.5833333333333334,-0.1666666666666666,-0.125,0.0,0.04,1,0.4679167866706848,0,risky,risky,
2021-06-01,contract_11_1_1,8,0.6666666666666666,0.1666666666666666,-0.125,0.0,0.04,1,0.38605600595474243,0,risky,healthy,
2021-07-01,contract_11_1_1,9,0.75,0.6666666666666666,0.25,0.0,0.04,1,0.7579576373100281,1,healthy,healthy,
2021-08-01,contract_11_1_1,10,0.8333333333333334,0.5,0.25,0.0,0.04,1,0.7697203755378723,1,healthy,healthy,
2021-09-01,contract_11_1_1,11,0.9166666666666666,-0.1666666666666666,0.25,-0.125,0.04,1,0.9790682792663574,1,healthy,risky,risky
2021-10-01,contract_11_1_1,12,1.0,-0.8333333333333333,0.25,0.0,0.04,1,0.9675187468528748,1,healthy,risky,
2020-11-01,contract_11_1_2,1,0.0833333333333333,-1.0,0.0,0.0,0.86,1,0.6718822717666626,1,,risky,
2020-12-01,contract_11_1_2,2,0.1666666666666666,-0.6666666666666666,0.0,0.0,0.86,1,0.818610668182373,1,,risky,
2021-01-01,contract_11_1_2,3,0.25,-0.8333333333333333,0.0,0.0,0.86,1,0.7152054905891418,1,,risky,
2021-02-01,contract_11_1_2,4,0.3333333333333333,-0.5,0.0,0.0,0.86,1,0.8039979338645935,1,,risky,
2021-03-01,contract_11_1_2,5,0.4166666666666667,0.1666666666666666,0.0,0.0,0.86,1,0.8271111249923706,1,normal,healthy,
2021-04-01,contract_11_1_2,6,0.5,0.1666666666666666,0.625,0.0,0.86,1,0.9718204140663147,1,healthy,healthy,
2021-05-01,contract_11_1_2,7,0.5833333333333334,-0.5,0.625,0.0,0.86,1,0.9804823398590088,1,healthy,risky,
2021-06-01,contract_11_1_2,8,0.6666666666666666,-0.5,0.75,0.0,0.86,1,0.9857168197631836,1,healthy,risky,
2021-07-01,contract_11_1_2,9,0.75,-0.1666666666666666,0.875,-0.375,0.86,1,0.9985876083374023,1,healthy,risky,risky
2021-08-01,contract_11_1_2,10,0.8333333333333334,0.1666666666666666,0.875,0.0,0.86,1,0.9790549874305725,1,healthy,healthy,
2021-09-01,contract_11_1_2,11,0.9166666666666666,0.5,0.75,0.0,0.86,1,0.9759431481361389,1,healthy,healthy,
2021-10-01,contract_11_1_2,12,1.0,-0.5,0.75,0.0,0.86,1,0.9897702932357788,1,healthy,risky,normal
2020-11-01,contract_11_1_3,1,0.0833333333333333,0.1666666666666666,0.0,-0.25,0.13,0,0.03479788824915886,0,,healthy,risky
2020-12-01,contract_11_1_3,2,0.1666666666666666,-0.1666666666666666,0.0,0.0,0.13,0,0.17802122235298157,0,,risky,
2021-01-01,contract_11_1_3,3,0.25,0.1666666666666666,0.0,0.0,0.13,0,0.17639727890491486,0,,healthy,normal
2021-02-01,contract_11_1_3,4,0.3333333333333333,-0.8333333333333333,0.0,0.25,0.13,0,0.0014033394400030375,0,,risky,healthy
2021-03-01,contract_11_1_3,5,0.4166666666666667,0.8333333333333333,0.0,0.375,0.13,0,0.0006615277961827815,0,,healthy,healthy
2021-04-01,contract_11_1_3,6,0.5,0.5,0.0,0.625,0.13,0,8.940132101997733e-05,0,,healthy,healthy
2021-05-01,contract_11_1_3,7,0.5833333333333334,0.0,0.0,0.625,0.13,0,1.6578724171267822e-05,0,,normal,healthy
2021-06-01,contract_11_1_3,8,0.6666666666666666,-0.1666666666666666,0.0,0.625,0.13,0,3.0797498766332865e-05,0,,risky,healthy
2021-07-01,contract_11_1_3,9,0.75,-0.5,0.0,0.75,0.13,0,6.253815081436187e-05,0,,risky,healthy
2021-08-01,contract_11_1_3,10,0.8333333333333334,0.1666666666666666,0.0,0.875,0.13,0,3.07348309434019e-05,0,,healthy,healthy
2021-09-01,contract_11_1_3,11,0.9166666666666666,-0.1666666666666666,0.0,0.875,0.13,0,4.5742788643110543e-05,0,normal,risky,healthy
2021-10-01,contract_11_1_3,12,1.0,-0.5,0.0,0.0,0.13,0,0.09729107469320297,0,normal,risky,
2021-11-01,contract_11_2_1,1,0.0833333333333333,-0.8333333333333333,0.0,0.0,0.96,1,0.9727852940559387,1,,risky,
2021-12-01,contract_11_2_1,2,0.1666666666666666,0.0,0.0,0.0,0.96,1,0.9512538313865662,1,,normal,
2022-01-01,contract_11_2_1,3,0.25,0.8333333333333333,0.0,-0.5,0.96,1,0.9305758476257324,1,,healthy,risky
2022-02-01,contract_11_2_1,4,0.3333333333333333,0.1666666666666666,0.0,0.0,0.96,1,0.9419736862182617,1,,healthy,
2022-03-01,contract_11_2_1,5,0.4166666666666667,-0.1666666666666666,0.0,-0.25,0.96,1,0.9925611615180969,1,,risky,risky
2022-04-01,contract_11_2_1,6,0.5,0.8333333333333333,0.0,0.0,0.96,1,0.9588611125946045,1,,healthy,
2022-05-01,contract_11_2_1,7,0.5833333333333334,-0.1666666666666666,0.0,0.0,0.96,1,0.9669477343559265,1,,risky,
2022-06-01,contract_11_2_1,8,0.6666666666666666,0.5,0.0,-0.125,0.96,1,0.9482108354568481,1,,healthy,risky
2022-07-01,contract_11_2_1,9,0.75,-0.1666666666666666,0.0,-0.125,0.96,1,0.9894095659255981,1,,risky,risky
2022-08-01,contract_11_2_1,10,0.8333333333333334,0.5,0.0,0.0,0.96,1,0.8976439237594604,1,,healthy,
2022-09-01,contract_11_2_1,11,0.9166666666666666,0.5,0.0,0.0,0.96,1,0.9192721843719482,1,,healthy,
2022-10-01,contract_11_2_1,12,1.0,0.1666666666666667,0.0,0.0,0.96,1,0.8194776177406311,1,,healthy,
2020-11-01,contract_11_1_4,1,0.0833333333333333,0.0,0.0,-0.375,0.2,0,0.2557792365550995,0,,normal,risky
2020-12-01,contract_11_1_4,2,0.1666666666666666,-0.6666666666666666,-0.5,0.25,0.2,0,0.0038257427513599396,0,risky,risky,healthy
2021-01-01,contract_11_1_4,3,0.25,0.1666666666666666,-0.5,0.0,0.2,0,0.23469816148281097,0,risky,healthy,
2021-02-01,contract_11_1_4,4,0.3333333333333333,-0.1666666666666666,-0.5,0.5,0.2,0,9.929617226589471e-05,0,risky,risky,healthy
2021-03-01,contract_11_1_4,5,0.4166666666666667,0.5,-0.5,0.0,0.2,0,0.22186440229415894,0,risky,healthy,
2021-04-01,contract_11_1_4,6,0.5,0.1666666666666666,-0.5,0.625,0.2,0,5.313580186339095e-05,0,risky,healthy,healthy
2021-05-01,contract_11_1_4,7,0.5833333333333334,-0.5,-0.5,0.0,0.2,0,0.20460554957389832,0,risky,risky,
2021-06-01,contract_11_1_4,8,0.6666666666666666,-0.5,-0.5,0.75,0.2,0,1.1150909813295584e-05,0,risky,risky,healthy
2021-07-01,contract_11_1_4,9,0.75,0.1666666666666666,-0.5,0.0,0.2,0,0.3917538821697235,0,risky,healthy,
2021-08-01,contract_11_1_4,10,0.8333333333333334,0.0,-0.5,0.75,0.2,0,3.894002293236554e-05,0,risky,normal,healthy
2021-09-01,contract_11_1_4,11,0.9166666666666666,-0.5,-0.5,0.75,0.2,0,3.2803342037368566e-05,0,risky,risky,healthy
2021-10-01,contract_11_1_4,12,1.0,0.1666666666666667,-0.5,0.75,0.2,0,2.8960281269974075e-05,0,risky,healthy,healthy
2021-11-01,contract_11_2_2,1,0.0833333333333333,0.0,0.0,-0.125,0.63,1,0.42531105875968933,0,,normal,risky
2021-12-01,contract_11_2_2,2,0.1666666666666666,-0.6666666666666666,0.0,0.0,0.63,1,0.8593943119049072,1,,risky,
2022-01-01,contract_11_2_2,3,0.25,-0.3333333333333333,0.0,0.0,0.63,1,0.8002939820289612,1,,risky,
2022-02-01,contract_11_2_2,4,0.3333333333333333,-0.5,0.0,0.0,0.63,1,0.7567581534385681,1,,risky,
2022-03-01,contract_11_2_2,5,0.4166666666666667,0.5,0.0,0.0,0.63,1,0.7378867268562317,1,,healthy,
2022-04-01,contract_11_2_2,6,0.5,-0.5,0.0,-0.125,0.63,1,0.7614280581474304,1,,risky,risky
2022-05-01,contract_11_2_2,7,0.5833333333333334,0.1666666666666666,0.0,0.0,0.63,1,0.7350893616676331,1,,healthy,
2022-06-01,contract_11_2_2,8,0.6666666666666666,-0.1666666666666666,0.0,0.0,0.63,1,0.783178985118866,1,,risky,
2022-07-01,contract_11_2_2,9,0.75,0.5,0.0,0.0,0.63,1,0.6993290185928345,1,,healthy,
2022-08-01,contract_11_2_2,10,0.8333333333333334,0.5,0.0,0.0,0.63,1,0.7240259647369385,1,,healthy,
2022-09-01,contract_11_2_2,11,0.9166666666666666,0.5,0.0,0.0,0.63,1,0.7728545665740967,1,,healthy,
2022-10-01,contract_11_2_2,12,1.0,0.3333333333333333,0.0,0.0,0.63,1,0.8161914348602295,1,,healthy,
2020-11-01,contract_11_1_5,1,0.0833333333333333,0.3333333333333333,0.0,0.0,0.03,0,0.3223256468772888,0,,healthy,
2020-12-01,contract_11_1_5,2,0.1666666666666666,-0.6666666666666666,0.0,-0.25,0.03,0,0.029850196093320847,0,,risky,risky
2021-01-01,contract_11_1_5,3,0.25,-0.1666666666666666,0.0,0.375,0.03,0,0.00028572598239406943,0,,risky,healthy
2021-02-01,contract_11_1_5,4,0.3333333333333333,-0.5,0.0,0.5,0.03,0,0.0011329137487336993,0,,risky,healthy
2021-03-01,contract_11_1_5,5,0.4166666666666667,-0.1666666666666666,0.0,0.75,0.03,0,1.9707176761585288e-05,0,,risky,healthy
2021-04-01,contract_11_1_5,6,0.5,0.1666666666666666,0.0,0.0,0.03,0,0.060228124260902405,0,,healthy,
2021-05-01,contract_11_1_5,7,0.5833333333333334,-0.8333333333333333,0.0,0.75,0.03,0,6.332417979137972e-05,0,,risky,healthy
2021-06-01,contract_11_1_5,8,0.6666666666666666,0.1666666666666666,0.0,0.75,0.03,0,5.2560120820999146e-05,0,,healthy,healthy
2021-07-01,contract_11_1_5,9,0.75,-0.1666666666666666,0.0,0.0,0.03,0,0.05363507568836212,0,,risky,
2021-08-01,contract_11_1_5,10,0.8333333333333334,0.8333333333333333,-0.125,0.75,0.03,0,0.0009428387857042253,0,risky,healthy,healthy
2021-09-01,contract_11_1_5,11,0.9166666666666666,-0.8333333333333333,0.0,0.0,0.03,0,0.3646325469017029,0,normal,risky,
2021-10-01,contract_11_1_5,12,1.0,-0.1666666666666666,0.0,0.0,0.03,0,0.072142094373703,0,normal,risky,
2021-11-01,contract_11_2_3,1,0.0833333333333333,0.1666666666666666,0.0,0.0,0.88,1,0.8686614632606506,1,,healthy,normal
2021-12-01,contract_11_2_3,2,0.1666666666666666,0.0,0.0,0.0,0.88,1,0.8939193487167358,1,,normal,
2022-01-01,contract_11_2_3,3,0.25,-0.6666666666666666,-0.25,0.0,0.88,1,0.9738205671310425,1,risky,risky,
2022-02-01,contract_11_2_3,4,0.3333333333333333,-0.6666666666666666,-0.125,0.0,0.88,1,0.9880474805831909,1,risky,risky,
2022-03-01,contract_11_2_3,5,0.4166666666666667,-0.5,-0.125,0.0,0.88,1,0.9857309460639954,1,risky,risky,
2022-04-01,contract_11_2_3,6,0.5,-0.5,-0.125,0.0,0.88,1,0.9893577694892883,1,risky,risky,
2022-05-01,contract_11_2_3,7,0.5833333333333334,0.1666666666666666,-0.25,0.0,0.88,1,0.9711316227912903,1,risky,healthy,
2022-06-01,contract_11_2_3,8,0.6666666666666666,0.8333333333333333,-0.25,0.0,0.88,1,0.9353179931640625,1,risky,healthy,
2022-07-01,contract_11_2_3,9,0.75,-0.1666666666666666,-0.125,0.0,0.88,1,0.9826033711433411,1,risky,risky,normal
2022-08-01,contract_11_2_3,10,0.8333333333333334,-0.8333333333333333,-0.25,0.0,0.88,1,0.7643235325813293,1,risky,risky,
2022-09-01,contract_11_2_3,11,0.9166666666666666,0.5,-0.125,0.0,0.88,1,0.9710936546325684,1,risky,healthy,normal
2022-10-01,contract_11_2_3,12,1.0,-0.1666666666666666,-0.125,0.0,0.88,1,0.9682952165603638,1,risky,risky,
2020-11-01,contract_11_1_6,1,0.0833333333333333,-0.3333333333333333,0.0,0.375,0.59,0,0.020154014229774475,0,,risky,healthy
2020-12-01,contract_11_1_6,2,0.1666666666666666,0.1666666666666666,0.0,0.625,0.59,0,0.0033080284483730793,0,,healthy,healthy
2021-01-01,contract_11_1_6,3,0.25,0.1666666666666666,0.0,0.625,0.59,0,0.0032353971619158983,0,,healthy,healthy
2021-02-01,contract_11_1_6,4,0.3333333333333333,0.3333333333333333,0.0,0.0,0.59,0,0.6522371768951416,1,,healthy,
2021-03-01,contract_11_1_6,5,0.4166666666666667,0.5,0.0,0.75,0.59,0,0.0008476848597638309,0,,healthy,healthy
2021-04-01,contract_11_1_6,6,0.5,0.5,0.0,0.75,0.59,0,0.0006977265002205968,0,,healthy,healthy
2021-05-01,contract_11_1_6,7,0.5833333333333334,0.5,0.0,0.75,0.59,0,0.000637550838291645,0,,healthy,healthy
2021-06-01,contract_11_1_6,8,0.6666666666666666,-0.5,0.0,0.0,0.59,0,0.8015216588973999,1,,risky,
2021-07-01,contract_11_1_6,9,0.75,0.1666666666666666,0.0,0.75,0.59,0,0.0020332683343440294,0,,healthy,healthy
2021-08-01,contract_11_1_6,10,0.8333333333333334,0.8333333333333333,0.0,0.0,0.59,0,0.5373108386993408,1,,healthy,
2021-09-01,contract_11_1_6,11,0.9166666666666666,-0.1666666666666666,-0.25,0.75,0.59,0,0.004807285964488983,0,risky,risky,healthy
2021-10-01,contract_11_1_6,12,1.0,0.6666666666666666,-0.25,0.875,0.59,0,0.0001554204209242016,0,risky,healthy,healthy
2021-11-01,contract_11_2_4,1,0.0833333333333333,0.3333333333333333,0.0,-0.125,0.12,0,0.017150888219475746,0,,healthy,risky
2021-12-01,contract_11_2_4,2,0.1666666666666666,0.0,0.0,0.0,0.12,0,0.18031784892082214,0,,normal,
2022-01-01,contract_11_2_4,3,0.25,0.3333333333333333,0.0,0.0,0.12,0,0.17831097543239594,0,,healthy,
2022-02-01,contract_11_2_4,4,0.3333333333333333,0.3333333333333333,0.0,-0.125,0.12,0,0.1074497252702713,0,,healthy,risky
2022-03-01,contract_11_2_4,5,0.4166666666666667,-0.8333333333333333,-0.25,-0.125,0.12,0,0.16441889107227325,0,risky,risky,risky
2022-04-01,contract_11_2_4,6,0.5,-0.1666666666666666,-0.25,0.125,0.12,0,0.02149885520339012,0,risky,risky,healthy
2022-05-01,contract_11_2_4,7,0.5833333333333334,0.5,-0.25,0.0,0.12,0,0.44149714708328247,0,risky,healthy,
2022-06-01,contract_11_2_4,8,0.6666666666666666,0.5,-0.125,0.125,0.12,0,0.21465256810188293,0,risky,healthy,healthy
2022-07-01,contract_11_2_4,9,0.75,0.5,-0.125,0.625,0.12,0,0.00023303739726543427,0,risky,healthy,healthy
2022-08-01,contract_11_2_4,10,0.8333333333333334,0.1666666666666667,-0.125,0.625,0.12,0,0.0005391118465922773,0,risky,healthy,healthy
2022-09-01,contract_11_2_4,11,0.9166666666666666,0.1666666666666666,-0.125,0.0,0.12,0,0.40605008602142334,0,risky,healthy,
2022-10-01,contract_11_2_4,12,1.0,0.5,-0.25,0.625,0.12,0,5.957555549684912e-05,0,risky,healthy,healthy
2022-11-01,contract_11_3_1,1,0.0833333333333333,0.0,0.0,0.0,0.65,1,0.879643440246582,1,,normal,
2022-12-01,contract_11_3_1,2,0.1666666666666666,0.3333333333333333,0.0,0.0,0.65,1,0.745368242263794,1,,healthy,
2023-01-01,contract_11_3_1,3,0.25,0.0,0.0,0.0,0.65,1,0.8585233688354492,1,,normal,
