contract_id,FOM,MOC,POC,contract_status,total_activities,meeting_count,email_count,postal_count,invitation_count,training_count,checkin_count,onboarding_count,renewal_pricing_count,inperson_count,demo_count,gift_count,document_count,total_duration,average_duration,attend_count,not_attend_count,cancel_count,high_priority_count,negative_sentiment_count,agg_total_activities,agg_meeting_count,agg_email_count,agg_postal_count,agg_invitation_count,agg_training_count,agg_checkin_count,agg_onboarding_count,agg_renewal_pricing_count,agg_inperson_count,agg_demo_count,agg_gift_count,agg_document_count,agg_total_duration,agg_attend_count,agg_not_attend_count,agg_cancel_count,agg_high_priority_count,agg_negative_sentiment_count,rolling_avg_average_duration,mom_total_activities,mom_total_duration,mom_attend_count,mom_not_attend_count,mom_cancel_count,mom_high_priority_count,mom_negative_sentiment_count,contract_year,agg_total_activities_label,agg_total_activities_median_ischr,agg_total_activities_median_isup,agg_total_duration_label,agg_total_duration_median_ischr,agg_total_duration_median_isup,agg_attend_count_label,agg_attend_count_median_ischr,agg_attend_count_median_isup,agg_not_attend_count_label,agg_not_attend_count_median_ischr,agg_not_attend_count_median_isup,agg_cancel_count_label,agg_cancel_count_median_ischr,agg_cancel_count_median_isup,agg_high_priority_count_label,agg_high_priority_count_median_ischr,agg_high_priority_count_median_isup,agg_negative_sentiment_count_label,agg_negative_sentiment_count_median_ischr,agg_negative_sentiment_count_median_isup
contract_10_1_11,2020-08-01,8,0.6666666666666666,upsell,2,1,0,1,0,1,0,0,1,0,0,0,0,120,120.0,1,0,0,0,0,8,3,4,1,1,2,0,1,2,1,0,0,1,270,3,0,0,2,1,90.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2020,healthy,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_11,2020-09-01,9,0.75,upsell,4,3,0,1,1,1,1,0,0,1,0,0,0,150,30.0,2,0,1,3,2,12,6,4,2,2,3,1,1,2,2,0,0,1,420,5,0,1,5,3,75.0,2.0,30.0,1.0,0.0,1.0,3.0,2.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_11,2020-11-01,11,0.9166666666666666,upsell,2,0,2,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,14,6,6,2,2,3,2,1,3,2,0,0,1,420,5,0,1,5,3,75.0,-2.0,-150.0,-2.0,0.0,-1.0,-3.0,-2.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_11,2020-12-01,12,1.0,upsell,2,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,16,6,7,3,3,3,2,1,3,2,0,0,2,420,5,0,1,5,3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_2,2020-01-01,1,0.08333333333333333,upsell,2,1,0,1,1,0,0,1,0,0,0,0,0,60,60.0,1,0,0,2,0,2,1,0,1,1,0,0,1,0,0,0,0,0,60,1,0,0,2,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,risky,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-02-01,2,0.16666666666666666,upsell,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,3,1,1,1,1,0,0,2,0,0,0,0,0,60,1,0,0,2,0,60.0,-1.0,-60.0,-1.0,0.0,0.0,-2.0,0.0,2020,normal,2.0,7.0,risky,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-03-01,3,0.25,upsell,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30.0,1,0,0,0,0,4,2,1,1,1,1,0,2,0,0,0,0,0,90,2,0,0,2,0,45.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-04-01,4,0.3333333333333333,upsell,1,1,0,0,0,0,0,0,0,0,1,0,0,60,60.0,1,0,0,0,0,5,3,1,1,1,1,0,2,0,0,1,0,0,150,3,0,0,2,0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-08-01,8,0.6666666666666666,upsell,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,6,3,2,1,1,1,0,2,0,0,1,0,1,150,3,0,0,2,0,50.0,0.0,-60.0,-1.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-09-01,9,0.75,upsell,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30.0,1,0,0,1,0,7,4,2,1,1,2,0,2,0,0,1,0,1,180,4,0,0,3,0,45.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_2,2020-12-01,12,1.0,upsell,3,2,1,0,0,0,0,0,1,1,0,0,1,120,30.0,1,1,0,1,0,10,6,3,1,1,2,0,2,1,1,1,0,2,300,5,1,0,4,0,42.0,2.0,90.0,0.0,1.0,0.0,0.0,0.0,2020,healthy,2.0,7.0,normal,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-01-01,1,0.08333333333333333,unknown,4,2,1,1,1,1,1,0,1,0,0,0,0,210,105.0,2,0,0,1,0,4,2,1,1,1,1,1,0,1,0,0,0,0,210,2,0,0,1,0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-02-01,2,0.16666666666666666,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,120,120.0,1,0,0,0,0,5,3,1,1,2,1,1,0,1,0,0,0,0,330,3,0,0,1,0,112.5,-3.0,-90.0,-1.0,0.0,0.0,-1.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-05-01,5,0.4166666666666667,unknown,2,2,0,0,0,0,0,1,1,0,0,0,0,120,60.0,2,0,0,2,1,7,5,1,1,2,1,1,1,2,0,0,0,0,450,5,0,0,3,1,95.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2020,normal,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-07-01,7,0.5833333333333334,unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,90,,0,0,1,0,0,8,6,1,1,2,1,1,1,3,0,0,0,0,540,5,0,1,3,1,95.0,-1.0,-30.0,-2.0,0.0,1.0,-2.0,-1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-08-01,8,0.6666666666666666,unknown,3,3,0,0,1,0,1,0,0,0,1,0,0,150,30.0,1,2,0,2,0,11,9,1,1,3,1,2,1,3,0,1,0,0,690,6,2,1,5,1,78.75,2.0,60.0,1.0,2.0,-1.0,2.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_3,2020-09-01,9,0.75,unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,60,60.0,1,0,0,1,1,12,10,1,1,3,1,3,1,3,0,1,0,0,750,7,2,1,6,2,75.0,-2.0,-90.0,0.0,-2.0,0.0,-1.0,1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_3,2020-10-01,10,0.8333333333333334,unknown,1,1,0,0,0,0,0,0,0,1,0,0,0,30,30.0,1,0,0,0,1,13,11,1,1,3,1,3,1,3,1,1,0,0,780,8,2,1,6,3,67.5,0.0,-30.0,0.0,0.0,0.0,-1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_3,2020-12-01,12,1.0,unknown,3,3,0,0,1,1,0,0,0,0,1,0,0,180,75.0,2,1,0,1,0,16,14,1,1,4,2,3,1,3,1,2,0,0,960,10,3,1,7,3,68.57142857142857,2.0,150.0,1.0,1.0,0.0,1.0,-1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_4,2020-01-01,1,0.08333333333333333,unknown,2,2,0,0,0,0,0,0,1,1,0,0,0,120,60.0,2,0,0,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,120,2,0,0,2,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_4,2020-03-01,3,0.25,unknown,1,1,0,0,1,0,0,0,0,0,0,0,0,30,30.0,1,0,0,0,1,3,3,0,0,1,0,0,0,1,1,0,0,0,150,3,0,0,2,1,45.0,-1.0,-90.0,-1.0,0.0,0.0,-2.0,1.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_4,2020-04-01,4,0.3333333333333333,unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,90,,0,0,1,0,0,4,4,0,0,1,0,0,0,2,1,0,0,0,240,3,0,1,2,1,45.0,0.0,60.0,-1.0,0.0,1.0,0.0,-1.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_4,2020-05-01,5,0.4166666666666667,unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,30,30.0,1,0,0,0,0,5,5,0,0,1,0,0,0,3,1,0,0,0,270,4,0,1,2,1,40.0,0.0,-60.0,1.0,0.0,-1.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_4,2020-09-01,9,0.75,unknown,2,1,0,1,1,0,0,0,1,0,0,0,0,60,60.0,1,0,0,0,0,7,6,0,1,2,0,0,0,4,1,0,0,0,330,5,0,1,2,1,45.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_4,2020-11-01,11,0.9166666666666666,unknown,4,2,1,1,0,0,1,0,1,1,0,1,0,120,60.0,2,0,0,1,0,11,8,1,2,2,0,1,0,5,2,0,1,0,450,7,0,1,3,1,48.0,2.0,60.0,1.0,0.0,0.0,1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
contract_10_1_5,2020-01-01,1,0.08333333333333333,upsell,4,3,1,0,1,2,0,0,0,0,1,0,0,120,40.0,3,0,0,2,2,4,3,1,0,1,2,0,0,0,0,1,0,0,120,3,0,0,2,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-02-01,2,0.16666666666666666,upsell,1,1,0,0,1,0,0,0,0,0,0,0,0,60,60.0,1,0,0,1,0,5,4,1,0,2,2,0,0,0,0,1,0,0,180,4,0,0,3,2,50.0,-3.0,-60.0,-2.0,0.0,0.0,-1.0,-2.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-03-01,3,0.25,upsell,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,6,4,2,0,2,2,0,0,1,0,1,0,0,180,4,0,0,3,2,50.0,0.0,-60.0,-1.0,0.0,0.0,-1.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-04-01,4,0.3333333333333333,upsell,1,1,0,0,0,0,1,0,0,0,0,0,0,120,120.0,1,0,0,0,0,7,5,2,0,2,2,1,0,1,0,1,0,0,300,5,0,0,3,2,73.33333333333333,0.0,120.0,1.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-06-01,6,0.5,upsell,1,1,0,0,0,0,0,0,0,0,1,0,0,90,90.0,1,0,0,0,1,8,6,2,0,2,2,1,0,1,0,2,0,0,390,6,0,0,3,3,77.5,0.0,-30.0,0.0,0.0,0.0,0.0,1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-11-01,11,0.9166666666666666,upsell,2,2,0,0,0,1,1,0,0,0,0,0,0,120,60.0,2,0,0,1,1,10,8,2,0,2,3,2,0,1,0,2,0,0,510,8,0,0,4,4,74.0,1.0,30.0,1.0,0.0,0.0,1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_5,2020-12-01,12,1.0,upsell,1,1,0,0,0,0,0,0,0,1,0,0,0,90,90.0,1,0,0,0,0,11,9,2,0,2,3,2,0,1,1,2,0,0,600,9,0,0,4,4,76.66666666666667,-1.0,-30.0,-1.0,0.0,0.0,-1.0,-1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-01-01,1,0.08333333333333333,upsell,2,2,0,0,1,0,1,0,0,0,0,0,0,240,120.0,2,0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,240,2,0,0,0,1,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_10_1_6,2020-02-01,2,0.16666666666666666,upsell,2,2,0,0,0,0,0,1,1,0,0,0,0,120,60.0,1,1,0,0,0,4,4,0,0,1,0,1,1,1,0,0,0,0,360,3,1,0,0,1,90.0,0.0,-120.0,-1.0,1.0,0.0,0.0,-1.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,normal,0.0,1.0
contract_10_1_6,2020-03-01,3,0.25,upsell,1,1,0,0,1,0,0,0,0,0,0,0,0,30,30.0,1,0,0,0,1,5,5,0,0,2,0,1,1,1,0,0,0,0,390,4,1,0,0,2,70.0,-1.0,-90.0,0.0,-1.0,0.0,0.0,1.0,2020,normal,2.0,7.0,healthy,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,risky,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-04-01,4,0.3333333333333333,upsell,3,1,1,1,0,2,0,0,0,1,0,0,0,60,60.0,1,0,0,1,1,8,6,1,1,2,2,1,1,1,1,0,0,0,450,5,1,0,1,3,67.5,2.0,30.0,0.0,0.0,0.0,1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-05-01,5,0.4166666666666667,upsell,1,1,0,0,0,0,1,0,0,0,0,0,0,30,30.0,1,0,0,0,1,9,7,1,1,2,2,2,1,1,1,0,0,0,480,6,1,0,1,4,60.0,-2.0,-30.0,0.0,0.0,0.0,-1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-06-01,6,0.5,upsell,1,1,0,0,0,0,0,0,0,1,0,0,0,90,,0,0,1,0,0,10,8,1,1,2,2,2,1,1,2,0,0,0,570,6,1,1,1,4,60.0,0.0,60.0,-1.0,0.0,1.0,0.0,-1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,normal,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-07-01,7,0.5833333333333334,upsell,2,2,0,0,0,0,0,1,0,1,0,0,0,120,60.0,2,0,0,2,0,12,10,1,1,2,2,2,2,1,3,0,0,0,690,8,1,1,3,4,60.0,1.0,30.0,2.0,0.0,-1.0,2.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-09-01,9,0.75,upsell,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,13,10,2,1,2,2,2,3,1,3,0,0,0,690,8,1,1,3,4,60.0,-1.0,-120.0,-2.0,0.0,0.0,-2.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-10-01,10,0.8333333333333334,upsell,2,1,0,1,2,0,0,0,0,0,0,0,0,120,120.0,1,0,0,1,1,15,11,2,2,4,2,2,3,1,3,0,0,0,810,9,1,1,4,5,68.57142857142857,1.0,120.0,1.0,0.0,0.0,1.0,1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-11-01,11,0.9166666666666666,upsell,1,1,0,0,0,0,1,0,0,0,0,0,0,30,30.0,1,0,0,0,1,16,12,2,2,4,2,3,3,1,3,0,0,0,840,10,1,1,4,6,63.75,-1.0,-90.0,0.0,0.0,0.0,-1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_6,2020-12-01,12,1.0,upsell,1,1,0,0,0,0,0,1,0,0,0,0,0,120,120.0,1,0,0,0,0,17,13,2,2,4,2,3,4,1,3,0,0,0,960,11,1,1,4,6,70.0,0.0,90.0,0.0,0.0,0.0,0.0,-1.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,healthy,0.0,0.0,healthy,1.0,2.0,healthy,0.0,1.0
contract_10_1_7,2020-02-01,2,0.16666666666666666,unknown,2,2,0,0,0,1,0,0,1,0,0,0,0,150,75.0,2,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,150,2,0,0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,normal,2.0,7.0,normal,90.0,360.0,normal,1.0,4.0,normal,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_7,2020-04-01,4,0.3333333333333333,unknown,3,3,0,0,0,0,0,0,0,1,2,0,0,270,90.0,2,1,0,1,0,5,5,0,0,0,1,0,0,1,1,2,0,0,420,4,1,0,2,0,82.5,1.0,120.0,0.0,1.0,0.0,0.0,0.0,2020,normal,2.0,7.0,healthy,90.0,360.0,normal,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,normal,1.0,2.0,normal,0.0,1.0
contract_10_1_7,2020-06-01,6,0.5,unknown,3,2,1,0,0,0,2,0,1,0,0,0,0,210,105.0,2,0,0,2,0,8,7,1,0,0,1,2,0,2,1,2,0,0,630,6,1,0,4,0,90.0,0.0,-60.0,0.0,-1.0,0.0,1.0,0.0,2020,healthy,2.0,7.0,healthy,90.0,360.0,healthy,1.0,4.0,healthy,0.0,0.0,normal,0.0,0.0,healthy,1.0,2.0,normal,0.0,1.0
