Feature,Statistic,Year,Category,Value
agg_not_attend_count,std,2021,ischr,0.37800910481820477
agg_not_attend_count,std,2022,ischr,0.5096409658646723
agg_not_attend_count,std,2023,ischr,0.4985974051766969
agg_not_attend_count,std,2024,ischr,0.43258434926550193
agg_cancel_count,min,2020,ischr,0.0
agg_cancel_count,min,2021,ischr,0.0
agg_cancel_count,min,2022,ischr,0.0
agg_cancel_count,min,2023,ischr,0.0
agg_cancel_count,min,2024,ischr,0.0
agg_cancel_count,mean,2020,ischr,0.1111111111111111
agg_cancel_count,mean,2021,ischr,0.11643835616438356
agg_cancel_count,mean,2022,ischr,0.0870712401055409
agg_cancel_count,mean,2023,ischr,0.06942392909896603
agg_cancel_count,mean,2024,ischr,0.09047619047619047
agg_cancel_count,median,2020,ischr,0.0
agg_cancel_count,median,2021,ischr,0.0
agg_cancel_count,median,2022,ischr,0.0
agg_cancel_count,median,2023,ischr,0.0
agg_cancel_count,median,2024,ischr,0.0
agg_cancel_count,max,2020,ischr,1.0
agg_cancel_count,max,2021,ischr,2.0
agg_cancel_count,max,2022,ischr,2.0
agg_cancel_count,max,2023,ischr,2.0
agg_cancel_count,max,2024,ischr,2.0
agg_cancel_count,std,2020,ischr,0.32338083338177726
agg_cancel_count,std,2021,ischr,0.3621825406139218
agg_cancel_count,std,2022,ischr,0.2915323912073258
agg_cancel_count,std,2023,ischr,0.2601122747239239
agg_cancel_count,std,2024,ischr,0.29539789420294466
agg_high_priority_count,min,2020,ischr,0.0
agg_high_priority_count,min,2021,ischr,0.0
agg_high_priority_count,min,2022,ischr,0.0
agg_high_priority_count,min,2023,ischr,0.0
agg_high_priority_count,min,2024,ischr,0.0
agg_high_priority_count,mean,2020,ischr,0.7777777777777778
agg_high_priority_count,mean,2021,ischr,0.6712328767123288
agg_high_priority_count,mean,2022,ischr,0.6939313984168866
agg_high_priority_count,mean,2023,ischr,0.707533234859675
agg_high_priority_count,mean,2024,ischr,0.9761904761904762
agg_high_priority_count,median,2020,ischr,1.0
agg_high_priority_count,median,2021,ischr,1.0
agg_high_priority_count,median,2022,ischr,1.0
agg_high_priority_count,median,2023,ischr,1.0
agg_high_priority_count,median,2024,ischr,1.0
agg_high_priority_count,max,2020,ischr,3.0
agg_high_priority_count,max,2021,ischr,3.0
agg_high_priority_count,max,2022,ischr,3.0
agg_high_priority_count,max,2023,ischr,3.0
agg_high_priority_count,max,2024,ischr,4.0
agg_high_priority_count,std,2020,ischr,0.8782037520219095
agg_high_priority_count,std,2021,ischr,0.7711128459936946
agg_high_priority_count,std,2022,ischr,0.7774875459904561
agg_high_priority_count,std,2023,ischr,0.7788737701677652
agg_high_priority_count,std,2024,ischr,0.9266176653621007
agg_negative_sentiment_count,min,2020,ischr,0.0
agg_negative_sentiment_count,min,2021,ischr,0.0
agg_negative_sentiment_count,min,2022,ischr,0.0
agg_negative_sentiment_count,min,2023,ischr,0.0
agg_negative_sentiment_count,min,2024,ischr,0.0
agg_negative_sentiment_count,mean,2020,ischr,0.1111111111111111
agg_negative_sentiment_count,mean,2021,ischr,0.3835616438356164
agg_negative_sentiment_count,mean,2022,ischr,0.36939313984168864
agg_negative_sentiment_count,mean,2023,ischr,0.361890694239291
agg_negative_sentiment_count,mean,2024,ischr,0.46190476190476193
agg_negative_sentiment_count,median,2020,ischr,0.0
agg_negative_sentiment_count,median,2021,ischr,0.0
agg_negative_sentiment_count,median,2022,ischr,0.0
agg_negative_sentiment_count,median,2023,ischr,0.0
agg_negative_sentiment_count,median,2024,ischr,0.0
agg_negative_sentiment_count,max,2020,ischr,1.0
agg_negative_sentiment_count,max,2021,ischr,2.0
agg_negative_sentiment_count,max,2022,ischr,3.0
agg_negative_sentiment_count,max,2023,ischr,3.0
agg_negative_sentiment_count,max,2024,ischr,3.0
agg_negative_sentiment_count,std,2020,ischr,0.32338083338177726
agg_negative_sentiment_count,std,2021,ischr,0.5784673444435942
agg_negative_sentiment_count,std,2022,ischr,0.578002765463999
agg_negative_sentiment_count,std,2023,ischr,0.6085397935568952
agg_negative_sentiment_count,std,2024,ischr,0.6776177493964269
agg_total_activities,min,2020,isup,1.0
agg_total_activities,min,2021,isup,1.0
agg_total_activities,min,2022,isup,1.0
agg_total_activities,min,2023,isup,1.0
agg_total_activities,min,2024,isup,1.0
agg_total_activities,min,2025,isup,2.0
agg_total_activities,mean,2020,isup,4.273584905660377
agg_total_activities,mean,2021,isup,6.143344709897611
agg_total_activities,mean,2022,isup,7.264197530864197
agg_total_activities,mean,2023,isup,8.441011235955056
agg_total_activities,mean,2024,isup,7.970370370370371
agg_total_activities,mean,2025,isup,9.8125
agg_total_activities,median,2020,isup,4.0
agg_total_activities,median,2021,isup,5.0
agg_total_activities,median,2022,isup,6.0
agg_total_activities,median,2023,isup,8.0
agg_total_activities,median,2024,isup,8.0
agg_total_activities,median,2025,isup,9.5
agg_total_activities,max,2020,isup,13.0
agg_total_activities,max,2021,isup,18.0
agg_total_activities,max,2022,isup,20.0
agg_total_activities,max,2023,isup,20.0
agg_total_activities,max,2024,isup,20.0
agg_total_activities,max,2025,isup,19.0
agg_total_activities,std,2020,isup,2.8570148219290656
agg_total_activities,std,2021,isup,4.061167388254968
agg_total_activities,std,2022,isup,4.825348411008021
agg_total_activities,std,2023,isup,4.767188688168928
agg_total_activities,std,2024,isup,3.9961562515966818
agg_total_activities,std,2025,isup,4.700291686213088
agg_total_duration,min,2020,isup,0.0
agg_total_duration,min,2021,isup,0.0
agg_total_duration,min,2022,isup,0.0
agg_total_duration,min,2023,isup,0.0
agg_total_duration,min,2024,isup,0.0
agg_total_duration,min,2025,isup,150.0
agg_total_duration,mean,2020,isup,234.62264150943398
agg_total_duration,mean,2021,isup,312.4914675767918
agg_total_duration,mean,2022,isup,387.6296296296296
agg_total_duration,mean,2023,isup,431.7134831460674
agg_total_duration,mean,2024,isup,411.77777777777777
agg_total_duration,mean,2025,isup,501.5625
agg_total_duration,median,2020,isup,180.0
agg_total_duration,median,2021,isup,270.0
agg_total_duration,median,2022,isup,330.0
agg_total_duration,median,2023,isup,390.0
agg_total_duration,median,2024,isup,390.0
agg_total_duration,median,2025,isup,450.0
agg_total_duration,max,2020,isup,690.0
agg_total_duration,max,2021,isup,1050.0
agg_total_duration,max,2022,isup,1320.0
agg_total_duration,max,2023,isup,1230.0
agg_total_duration,max,2024,isup,1110.0
agg_total_duration,max,2025,isup,1080.0
agg_total_duration,std,2020,isup,174.57526431614303
agg_total_duration,std,2021,isup,234.97217285455218
agg_total_duration,std,2022,isup,275.6159817879611
agg_total_duration,std,2023,isup,280.29086891651383
agg_total_duration,std,2024,isup,223.94317864958873
agg_total_duration,std,2025,isup,279.2745137535075
agg_attend_count,min,2020,isup,0.0
agg_attend_count,min,2021,isup,0.0
agg_attend_count,min,2022,isup,0.0
agg_attend_count,min,2023,isup,0.0
agg_attend_count,min,2024,isup,0.0
agg_attend_count,min,2025,isup,1.0
agg_attend_count,mean,2020,isup,2.481132075471698
agg_attend_count,mean,2021,isup,3.627986348122867
agg_attend_count,mean,2022,isup,4.264197530864197
agg_attend_count,mean,2023,isup,4.828651685393258
agg_attend_count,mean,2024,isup,4.7407407407407405
agg_attend_count,mean,2025,isup,5.21875
agg_attend_count,median,2020,isup,2.0
agg_attend_count,median,2021,isup,3.0
agg_attend_count,median,2022,isup,4.0
agg_attend_count,median,2023,isup,4.0
agg_attend_count,median,2024,isup,4.0
agg_attend_count,median,2025,isup,5.0
agg_attend_count,max,2020,isup,9.0
agg_attend_count,max,2021,isup,14.0
agg_attend_count,max,2022,isup,15.0
agg_attend_count,max,2023,isup,14.0
agg_attend_count,max,2024,isup,14.0
agg_attend_count,max,2025,isup,11.0
agg_attend_count,std,2020,isup,1.9915590068155227
agg_attend_count,std,2021,isup,2.7363925557183992
agg_attend_count,std,2022,isup,3.032305785491722
agg_attend_count,std,2023,isup,3.110431224489434
agg_attend_count,std,2024,isup,2.7642789752806345
agg_attend_count,std,2025,isup,2.937349858894645
agg_not_attend_count,min,2020,isup,0.0
agg_not_attend_count,min,2021,isup,0.0
agg_not_attend_count,min,2022,isup,0.0
agg_not_attend_count,min,2023,isup,0.0
agg_not_attend_count,min,2024,isup,0.0
agg_not_attend_count,min,2025,isup,0.0
agg_not_attend_count,mean,2020,isup,0.41509433962264153
agg_not_attend_count,mean,2021,isup,0.4948805460750853
agg_not_attend_count,mean,2022,isup,0.6
agg_not_attend_count,mean,2023,isup,0.7696629213483146
agg_not_attend_count,mean,2024,isup,0.6
agg_not_attend_count,mean,2025,isup,0.8125
agg_not_attend_count,median,2020,isup,0.0
agg_not_attend_count,median,2021,isup,0.0
agg_not_attend_count,median,2022,isup,0.0
agg_not_attend_count,median,2023,isup,1.0
agg_not_attend_count,median,2024,isup,0.0
agg_not_attend_count,median,2025,isup,1.0
agg_not_attend_count,max,2020,isup,3.0
agg_not_attend_count,max,2021,isup,4.0
agg_not_attend_count,max,2022,isup,4.0
agg_not_attend_count,max,2023,isup,4.0
agg_not_attend_count,max,2024,isup,2.0
agg_not_attend_count,max,2025,isup,2.0
agg_not_attend_count,std,2020,isup,0.659984480745417
agg_not_attend_count,std,2021,isup,0.8050404584811137
agg_not_attend_count,std,2022,isup,0.8071462993255012
agg_not_attend_count,std,2023,isup,0.9179161328264099
agg_not_attend_count,std,2024,isup,0.7550822827555569
agg_not_attend_count,std,2025,isup,0.7803018439949604
agg_cancel_count,min,2020,isup,0.0
agg_cancel_count,min,2021,isup,0.0
agg_cancel_count,min,2022,isup,0.0
agg_cancel_count,min,2023,isup,0.0
agg_cancel_count,min,2024,isup,0.0
agg_cancel_count,min,2025,isup,0.0
agg_cancel_count,mean,2020,isup,0.18867924528301888
agg_cancel_count,mean,2021,isup,0.17064846416382254
agg_cancel_count,mean,2022,isup,0.26666666666666666
agg_cancel_count,mean,2023,isup,0.2612359550561798
agg_cancel_count,mean,2024,isup,0.2740740740740741
agg_cancel_count,mean,2025,isup,0.5625
agg_cancel_count,median,2020,isup,0.0
agg_cancel_count,median,2021,isup,0.0
agg_cancel_count,median,2022,isup,0.0
agg_cancel_count,median,2023,isup,0.0
agg_cancel_count,median,2024,isup,0.0
agg_cancel_count,median,2025,isup,0.5
agg_cancel_count,max,2020,isup,1.0
agg_cancel_count,max,2021,isup,2.0
agg_cancel_count,max,2022,isup,2.0
agg_cancel_count,max,2023,isup,2.0
agg_cancel_count,max,2024,isup,2.0
agg_cancel_count,max,2025,isup,2.0
agg_cancel_count,std,2020,isup,0.3931123078876547
agg_cancel_count,std,2021,isup,0.3858258212659046
agg_cancel_count,std,2022,isup,0.48543131785705346
agg_cancel_count,std,2023,isup,0.5378754664490822
agg_cancel_count,std,2024,isup,0.46407715566744134
agg_cancel_count,std,2025,isup,0.6189220598177384
agg_high_priority_count,min,2020,isup,0.0
agg_high_priority_count,min,2021,isup,0.0
agg_high_priority_count,min,2022,isup,0.0
agg_high_priority_count,min,2023,isup,0.0
agg_high_priority_count,min,2024,isup,0.0
agg_high_priority_count,min,2025,isup,1.0
agg_high_priority_count,mean,2020,isup,1.3584905660377358
agg_high_priority_count,mean,2021,isup,1.7610921501706485
agg_high_priority_count,mean,2022,isup,2.404938271604938
agg_high_priority_count,mean,2023,isup,2.603932584269663
agg_high_priority_count,mean,2024,isup,2.466666666666667
agg_high_priority_count,mean,2025,isup,4.40625
agg_high_priority_count,median,2020,isup,1.0
agg_high_priority_count,median,2021,isup,1.0
agg_high_priority_count,median,2022,isup,2.0
agg_high_priority_count,median,2023,isup,2.0
agg_high_priority_count,median,2024,isup,2.0
agg_high_priority_count,median,2025,isup,4.0
agg_high_priority_count,max,2020,isup,4.0
agg_high_priority_count,max,2021,isup,8.0
agg_high_priority_count,max,2022,isup,10.0
agg_high_priority_count,max,2023,isup,9.0
agg_high_priority_count,max,2024,isup,8.0
agg_high_priority_count,max,2025,isup,9.0
agg_high_priority_count,std,2020,isup,1.0436992747437497
agg_high_priority_count,std,2021,isup,1.5541332986498988
agg_high_priority_count,std,2022,isup,2.0009837453488895
agg_high_priority_count,std,2023,isup,2.1461754351075815
agg_high_priority_count,std,2024,isup,1.6013054375969658
agg_high_priority_count,std,2025,isup,2.2412464130190966
agg_negative_sentiment_count,min,2020,isup,0.0
agg_negative_sentiment_count,min,2021,isup,0.0
agg_negative_sentiment_count,min,2022,isup,0.0
agg_negative_sentiment_count,min,2023,isup,0.0
agg_negative_sentiment_count,min,2024,isup,0.0
agg_negative_sentiment_count,min,2025,isup,0.0
agg_negative_sentiment_count,mean,2020,isup,0.3018867924528302
agg_negative_sentiment_count,mean,2021,isup,0.8839590443686007
agg_negative_sentiment_count,mean,2022,isup,1.1333333333333333
agg_negative_sentiment_count,mean,2023,isup,1.1264044943820224
agg_negative_sentiment_count,mean,2024,isup,1.237037037037037
agg_negative_sentiment_count,mean,2025,isup,1.4375
agg_negative_sentiment_count,median,2020,isup,0.0
agg_negative_sentiment_count,median,2021,isup,1.0
agg_negative_sentiment_count,median,2022,isup,1.0
agg_negative_sentiment_count,median,2023,isup,1.0
agg_negative_sentiment_count,median,2024,isup,1.0
agg_negative_sentiment_count,median,2025,isup,1.0
agg_negative_sentiment_count,max,2020,isup,2.0
agg_negative_sentiment_count,max,2021,isup,5.0
agg_negative_sentiment_count,max,2022,isup,5.0
agg_negative_sentiment_count,max,2023,isup,5.0
agg_negative_sentiment_count,max,2024,isup,6.0
agg_negative_sentiment_count,max,2025,isup,4.0
agg_negative_sentiment_count,std,2020,isup,0.5008528216619692
agg_negative_sentiment_count,std,2021,isup,1.0567049579612593
agg_negative_sentiment_count,std,2022,isup,1.2731033262103748
agg_negative_sentiment_count,std,2023,isup,1.190705552174736
agg_negative_sentiment_count,std,2024,isup,1.2411321709560994
agg_negative_sentiment_count,std,2025,isup,1.0757592967370204
