Feature,Statistic,Year,Category,Value
num_high_critical_tickets,std,2024,ischr,0.7126441219901389
median_num_previous_subject,min,2020,ischr,0.0
median_num_previous_subject,min,2021,ischr,0.0
median_num_previous_subject,min,2022,ischr,0.0
median_num_previous_subject,min,2023,ischr,0.0
median_num_previous_subject,min,2024,ischr,0.0
median_num_previous_subject,mean,2020,ischr,0.56
median_num_previous_subject,mean,2021,ischr,0.893491124260355
median_num_previous_subject,mean,2022,ischr,0.8075657894736842
median_num_previous_subject,mean,2023,ischr,0.9599037690457097
median_num_previous_subject,mean,2024,ischr,1.036889332003988
median_num_previous_subject,median,2020,ischr,0.0
median_num_previous_subject,median,2021,ischr,1.0
median_num_previous_subject,median,2022,ischr,1.0
median_num_previous_subject,median,2023,ischr,1.0
median_num_previous_subject,median,2024,ischr,1.0
median_num_previous_subject,max,2020,ischr,2.0
median_num_previous_subject,max,2021,ischr,4.0
median_num_previous_subject,max,2022,ischr,4.0
median_num_previous_subject,max,2023,ischr,4.0
median_num_previous_subject,max,2024,ischr,4.0
median_num_previous_subject,std,2020,ischr,0.7118052168020874
median_num_previous_subject,std,2021,ischr,0.9260863641096331
median_num_previous_subject,std,2022,ischr,0.9098447442267659
median_num_previous_subject,std,2023,ischr,0.9370196205114076
median_num_previous_subject,std,2024,ischr,0.9154011013556443
num_created_tickets,min,2020,isup,1.0
num_created_tickets,min,2021,isup,1.0
num_created_tickets,min,2022,isup,1.0
num_created_tickets,min,2023,isup,1.0
num_created_tickets,min,2024,isup,1.0
num_created_tickets,min,2025,isup,1.0
num_created_tickets,mean,2020,isup,1.2941176470588236
num_created_tickets,mean,2021,isup,1.3522012578616351
num_created_tickets,mean,2022,isup,1.3900414937759336
num_created_tickets,mean,2023,isup,1.5025641025641026
num_created_tickets,mean,2024,isup,1.3764705882352941
num_created_tickets,mean,2025,isup,2.0416666666666665
num_created_tickets,median,2020,isup,1.0
num_created_tickets,median,2021,isup,1.0
num_created_tickets,median,2022,isup,1.0
num_created_tickets,median,2023,isup,1.0
num_created_tickets,median,2024,isup,1.0
num_created_tickets,median,2025,isup,2.0
num_created_tickets,max,2020,isup,3.0
num_created_tickets,max,2021,isup,3.0
num_created_tickets,max,2022,isup,3.0
num_created_tickets,max,2023,isup,3.0
num_created_tickets,max,2024,isup,3.0
num_created_tickets,max,2025,isup,3.0
num_created_tickets,std,2020,isup,0.4904710963964657
num_created_tickets,std,2021,isup,0.5293698759544484
num_created_tickets,std,2022,isup,0.5527812239977277
num_created_tickets,std,2023,isup,0.6123670398447624
num_created_tickets,std,2024,isup,0.5112186790553783
num_created_tickets,std,2025,isup,0.6240935455708453
num_closed_tickets,min,2020,isup,0.0
num_closed_tickets,min,2021,isup,0.0
num_closed_tickets,min,2022,isup,0.0
num_closed_tickets,min,2023,isup,0.0
num_closed_tickets,min,2024,isup,0.0
num_closed_tickets,min,2025,isup,1.0
num_closed_tickets,mean,2020,isup,1.1764705882352942
num_closed_tickets,mean,2021,isup,1.1949685534591195
num_closed_tickets,mean,2022,isup,1.2614107883817427
num_closed_tickets,mean,2023,isup,1.4205128205128206
num_closed_tickets,mean,2024,isup,1.2588235294117647
num_closed_tickets,mean,2025,isup,1.9166666666666667
num_closed_tickets,median,2020,isup,1.0
num_closed_tickets,median,2021,isup,1.0
num_closed_tickets,median,2022,isup,1.0
num_closed_tickets,median,2023,isup,1.0
num_closed_tickets,median,2024,isup,1.0
num_closed_tickets,median,2025,isup,2.0
num_closed_tickets,max,2020,isup,3.0
num_closed_tickets,max,2021,isup,3.0
num_closed_tickets,max,2022,isup,3.0
num_closed_tickets,max,2023,isup,3.0
num_closed_tickets,max,2024,isup,3.0
num_closed_tickets,max,2025,isup,3.0
num_closed_tickets,std,2020,isup,0.5714912796396165
num_closed_tickets,std,2021,isup,0.6509777205678722
num_closed_tickets,std,2022,isup,0.634202650091535
num_closed_tickets,std,2023,isup,0.686834771761569
num_closed_tickets,std,2024,isup,0.6390644422470537
num_closed_tickets,std,2025,isup,0.7172815023567723
median_resolution_time,min,2020,isup,3.0
median_resolution_time,min,2021,isup,6.0
median_resolution_time,min,2022,isup,2.0
median_resolution_time,min,2023,isup,7.0
median_resolution_time,min,2024,isup,9.0
median_resolution_time,min,2025,isup,2.0
median_resolution_time,mean,2020,isup,35.529411764705884
median_resolution_time,mean,2021,isup,42.61635220125786
median_resolution_time,mean,2022,isup,46.06224066390042
median_resolution_time,mean,2023,isup,41.78974358974359
median_resolution_time,mean,2024,isup,43.22352941176471
median_resolution_time,mean,2025,isup,45.958333333333336
median_resolution_time,median,2020,isup,38.0
median_resolution_time,median,2021,isup,44.0
median_resolution_time,median,2022,isup,46.0
median_resolution_time,median,2023,isup,42.0
median_resolution_time,median,2024,isup,43.0
median_resolution_time,median,2025,isup,41.0
median_resolution_time,max,2020,isup,80.0
median_resolution_time,max,2021,isup,87.0
median_resolution_time,max,2022,isup,87.0
median_resolution_time,max,2023,isup,88.0
median_resolution_time,max,2024,isup,81.0
median_resolution_time,max,2025,isup,69.0
median_resolution_time,std,2020,isup,22.71134280896064
median_resolution_time,std,2021,isup,22.98232638028302
median_resolution_time,std,2022,isup,22.456074381449056
median_resolution_time,std,2023,isup,21.688561701892574
median_resolution_time,std,2024,isup,24.713297206636128
median_resolution_time,std,2025,isup,20.300951287769887
max_resolution_time,min,2020,isup,3.0
max_resolution_time,min,2021,isup,6.0
max_resolution_time,min,2022,isup,2.0
max_resolution_time,min,2023,isup,7.0
max_resolution_time,min,2024,isup,9.0
max_resolution_time,min,2025,isup,2.0
max_resolution_time,mean,2020,isup,41.705882352941174
max_resolution_time,mean,2021,isup,46.937106918238996
max_resolution_time,mean,2022,isup,51.024896265560166
max_resolution_time,mean,2023,isup,49.42051282051282
max_resolution_time,mean,2024,isup,49.63529411764706
max_resolution_time,mean,2025,isup,57.875
max_resolution_time,median,2020,isup,39.0
max_resolution_time,median,2021,isup,53.0
max_resolution_time,median,2022,isup,47.0
max_resolution_time,median,2023,isup,51.0
max_resolution_time,median,2024,isup,49.0
max_resolution_time,median,2025,isup,64.0
max_resolution_time,max,2020,isup,80.0
max_resolution_time,max,2021,isup,87.0
max_resolution_time,max,2022,isup,89.0
max_resolution_time,max,2023,isup,89.0
max_resolution_time,max,2024,isup,81.0
max_resolution_time,max,2025,isup,69.0
max_resolution_time,std,2020,isup,26.287763922510674
max_resolution_time,std,2021,isup,24.80906468029944
max_resolution_time,std,2022,isup,24.274974306749765
max_resolution_time,std,2023,isup,24.79228325536013
max_resolution_time,std,2024,isup,24.335867639792774
max_resolution_time,std,2025,isup,17.89416348859375
median_response_time,min,2020,isup,1.0
median_response_time,min,2021,isup,1.0
median_response_time,min,2022,isup,1.0
median_response_time,min,2023,isup,1.0
median_response_time,min,2024,isup,1.0
median_response_time,min,2025,isup,1.0
median_response_time,mean,2020,isup,2.8088235294117645
median_response_time,mean,2021,isup,4.559748427672956
median_response_time,mean,2022,isup,3.5850622406639006
median_response_time,mean,2023,isup,3.841025641025641
median_response_time,mean,2024,isup,3.541176470588235
median_response_time,mean,2025,isup,3.5
median_response_time,median,2020,isup,1.0
median_response_time,median,2021,isup,2.0
median_response_time,median,2022,isup,2.0
median_response_time,median,2023,isup,2.0
median_response_time,median,2024,isup,3.0
median_response_time,median,2025,isup,3.0
median_response_time,max,2020,isup,15.0
median_response_time,max,2021,isup,19.0
median_response_time,max,2022,isup,17.0
median_response_time,max,2023,isup,17.0
median_response_time,max,2024,isup,10.0
median_response_time,max,2025,isup,7.0
median_response_time,std,2020,isup,3.7146637739461625
median_response_time,std,2021,isup,5.30654145510914
median_response_time,std,2022,isup,3.364338855348843
median_response_time,std,2023,isup,3.9035219326552513
median_response_time,std,2024,isup,2.612027770838253
median_response_time,std,2025,isup,2.1669453555438456
max_response_time,min,2020,isup,1.0
max_response_time,min,2021,isup,1.0
max_response_time,min,2022,isup,1.0
max_response_time,min,2023,isup,1.0
max_response_time,min,2024,isup,1.0
max_response_time,min,2025,isup,1.0
max_response_time,mean,2020,isup,3.1029411764705883
max_response_time,mean,2021,isup,5.176100628930818
max_response_time,mean,2022,isup,4.402489626556017
max_response_time,mean,2023,isup,5.061538461538461
max_response_time,mean,2024,isup,4.352941176470588
max_response_time,mean,2025,isup,5.875
max_response_time,median,2020,isup,2.0
max_response_time,median,2021,isup,2.0
max_response_time,median,2022,isup,3.0
max_response_time,median,2023,isup,2.0
max_response_time,median,2024,isup,3.0
max_response_time,median,2025,isup,4.0
max_response_time,max,2020,isup,15.0
max_response_time,max,2021,isup,19.0
max_response_time,max,2022,isup,19.0
max_response_time,max,2023,isup,17.0
max_response_time,max,2024,isup,17.0
max_response_time,max,2025,isup,11.0
max_response_time,std,2020,isup,3.7021159979341265
max_response_time,std,2021,isup,5.792328614177536
max_response_time,std,2022,isup,4.446889599401692
max_response_time,std,2023,isup,4.966517551565475
max_response_time,std,2024,isup,3.9118436840450777
max_response_time,std,2025,isup,3.5546968316886587
num_high_critical_tickets,min,2020,isup,0.0
num_high_critical_tickets,min,2021,isup,0.0
num_high_critical_tickets,min,2022,isup,0.0
num_high_critical_tickets,min,2023,isup,0.0
num_high_critical_tickets,min,2024,isup,0.0
num_high_critical_tickets,min,2025,isup,0.0
num_high_critical_tickets,mean,2020,isup,0.7794117647058824
num_high_critical_tickets,mean,2021,isup,0.7232704402515723
num_high_critical_tickets,mean,2022,isup,0.7095435684647303
num_high_critical_tickets,mean,2023,isup,0.6666666666666666
num_high_critical_tickets,mean,2024,isup,0.5294117647058824
num_high_critical_tickets,mean,2025,isup,1.5
num_high_critical_tickets,median,2020,isup,1.0
num_high_critical_tickets,median,2021,isup,1.0
num_high_critical_tickets,median,2022,isup,1.0
num_high_critical_tickets,median,2023,isup,1.0
num_high_critical_tickets,median,2024,isup,1.0
num_high_critical_tickets,median,2025,isup,2.0
num_high_critical_tickets,max,2020,isup,2.0
num_high_critical_tickets,max,2021,isup,2.0
num_high_critical_tickets,max,2022,isup,3.0
num_high_critical_tickets,max,2023,isup,2.0
num_high_critical_tickets,max,2024,isup,1.0
num_high_critical_tickets,max,2025,isup,2.0
num_high_critical_tickets,std,2020,isup,0.5421237462770252
num_high_critical_tickets,std,2021,isup,0.6551833223555397
num_high_critical_tickets,std,2022,isup,0.7061280862106722
num_high_critical_tickets,std,2023,isup,0.6063807339466833
num_high_critical_tickets,std,2024,isup,0.5020964452534338
num_high_critical_tickets,std,2025,isup,0.5897678246195883
median_num_previous_subject,min,2020,isup,0.0
median_num_previous_subject,min,2021,isup,0.0
median_num_previous_subject,min,2022,isup,0.0
median_num_previous_subject,min,2023,isup,0.0
median_num_previous_subject,min,2024,isup,0.0
median_num_previous_subject,min,2025,isup,0.0
median_num_previous_subject,mean,2020,isup,0.6911764705882353
median_num_previous_subject,mean,2021,isup,0.8616352201257862
median_num_previous_subject,mean,2022,isup,0.8423236514522822
median_num_previous_subject,mean,2023,isup,0.9230769230769231
median_num_previous_subject,mean,2024,isup,0.8352941176470589
median_num_previous_subject,mean,2025,isup,1.4166666666666667
median_num_previous_subject,median,2020,isup,1.0
median_num_previous_subject,median,2021,isup,1.0
median_num_previous_subject,median,2022,isup,1.0
median_num_previous_subject,median,2023,isup,1.0
median_num_previous_subject,median,2024,isup,1.0
median_num_previous_subject,median,2025,isup,2.0
median_num_previous_subject,max,2020,isup,2.0
median_num_previous_subject,max,2021,isup,3.0
median_num_previous_subject,max,2022,isup,3.0
median_num_previous_subject,max,2023,isup,3.0
median_num_previous_subject,max,2024,isup,2.0
median_num_previous_subject,max,2025,isup,3.0
median_num_previous_subject,std,2020,isup,0.7177359290962907
median_num_previous_subject,std,2021,isup,0.8455242357153764
median_num_previous_subject,std,2022,isup,0.8062472190008543
median_num_previous_subject,std,2023,isup,0.8306194243291917
median_num_previous_subject,std,2024,isup,0.7691531958299739
median_num_previous_subject,std,2025,isup,0.9286112429750729
