account_id,contract_id,MOC,POC,FOM,num_created_tickets,num_closed_tickets,median_resolution_time,max_resolution_time,median_response_time,max_response_time,median_num_previous_subject,max_num_previous_subject,num_high_critical_tickets,num_open_tickets,ischr,isup,mom_num_created_tickets,mom_num_closed_tickets,mom_median_resolution_time,mom_max_resolution_time,mom_median_response_time,mom_max_response_time,mom_num_high_critical_tickets,mom_num_open_tickets,contract_year,num_created_tickets_label,num_created_tickets_median_ischr,num_created_tickets_median_isup,num_closed_tickets_label,num_closed_tickets_median_ischr,num_closed_tickets_median_isup,median_resolution_time_label,median_resolution_time_median_ischr,median_resolution_time_median_isup,max_resolution_time_label,max_resolution_time_median_ischr,max_resolution_time_median_isup,median_response_time_label,median_response_time_median_ischr,median_response_time_median_isup,max_response_time_label,max_response_time_median_ischr,max_response_time_median_isup,num_high_critical_tickets_label,num_high_critical_tickets_median_ischr,num_high_critical_tickets_median_isup,median_num_previous_subject_label,median_num_previous_subject_median_ischr,median_num_previous_subject_median_isup
account_1,contract_1_1_1,12,1.0,2020-12-01,2,2,79,82,2,4,2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,healthy,0.0,1.0
account_1,contract_1_2_1,9,0.75,2021-09-01,1,1,11,11,4,4,0,0,0,0,1,0,,,,,,,,,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_1,contract_1_2_1,10,0.8333333333333334,2021-10-01,1,1,11,11,4,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_1,contract_1_2_1,11,0.9166666666666666,2021-11-01,1,1,11,11,4,4,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_1,contract_1_2_1,12,1.0,2021-12-01,1,1,11,11,4,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,7,0.5833333333333334,2021-07-01,1,0,47,47,2,2,0,0,1,1,0,0,,,,,,,,,2021,normal,1.0,1.0,risky,1.0,1.0,healthy,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,8,0.6666666666666666,2021-08-01,1,1,47,47,2,2,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021,normal,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,9,0.75,2021-09-01,1,1,47,47,2,2,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,10,0.8333333333333334,2021-10-01,2,1,64,82,10,19,1,2,1,1,0,0,1.0,0.0,17.0,35.0,8.0,17.0,0.0,1.0,2021,healthy,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,11,0.9166666666666666,2021-11-01,2,1,64,82,10,19,1,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_10,contract_1_2_10,12,1.0,2021-12-01,3,3,47,82,8,19,2,3,1,0,0,0,1.0,2.0,-17.0,0.0,-2.0,0.0,0.0,-1.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,healthy,0.0,1.0
account_10,contract_1_3_6,5,0.4166666666666667,2022-05-01,1,1,28,28,15,15,0,0,0,0,0,0,,,,,,,,,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,risky,1.0,1.0
account_10,contract_1_3_6,6,0.5,2022-06-01,1,1,28,28,15,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,risky,1.0,1.0
account_10,contract_1_3_6,7,0.5833333333333334,2022-07-01,1,1,28,28,15,15,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
account_10,contract_1_3_6,8,0.6666666666666666,2022-08-01,1,1,28,28,15,15,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
account_10,contract_1_3_6,9,0.75,2022-09-01,1,1,28,28,15,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,risky,1.0,1.0
account_10,contract_1_3_6,10,0.8333333333333334,2022-10-01,1,1,28,28,15,15,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
account_10,contract_1_3_6,11,0.9166666666666666,2022-11-01,1,1,28,28,15,15,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
account_10,contract_1_3_6,12,1.0,2022-12-01,1,1,28,28,15,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,risky,1.0,1.0
account_10,contract_1_4_3,4,0.3333333333333333,2023-04-01,1,1,6,6,1,1,0,0,1,0,0,0,,,,,,,,,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,risky,1.0,1.0
account_10,contract_1_4_3,5,0.4166666666666667,2023-05-01,1,1,6,6,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,risky,1.0,1.0
account_10,contract_1_4_3,6,0.5,2023-06-01,1,1,6,6,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,risky,1.0,1.0
account_10,contract_1_4_3,7,0.5833333333333334,2023-07-01,1,1,6,6,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,normal,1.0,1.0
account_10,contract_1_4_3,8,0.6666666666666666,2023-08-01,1,1,6,6,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,normal,1.0,1.0
account_10,contract_1_4_3,9,0.75,2023-09-01,1,1,6,6,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,risky,1.0,1.0
account_10,contract_1_4_3,10,0.8333333333333334,2023-10-01,1,1,6,6,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,normal,1.0,1.0
account_10,contract_1_4_3,11,0.9166666666666666,2023-11-01,1,1,6,6,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,normal,1.0,1.0,normal,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,risky,4.0,3.0,normal,1.0,1.0,normal,1.0,1.0
account_10,contract_1_4_3,12,1.0,2023-12-01,2,2,12,18,2,4,2,2,2,0,0,0,1.0,1.0,6.0,12.0,1.0,3.0,1.0,0.0,2023,healthy,1.0,1.0,healthy,1.0,1.0,risky,43.0,46.0,risky,47.5,47.0,risky,3.0,2.0,healthy,4.0,3.0,healthy,1.0,1.0,healthy,1.0,1.0
account_100,contract_11_1_1,4,0.3333333333333333,2021-02-01,1,1,40,40,1,1,0,0,1,0,1,0,,,,,,,,,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_100,contract_11_1_1,5,0.4166666666666667,2021-03-01,2,2,33,40,1,1,1,2,2,0,1,0,1.0,1.0,-7.0,0.0,0.0,0.0,1.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,normal,0.0,1.0
account_100,contract_11_1_1,6,0.5,2021-04-01,2,2,33,40,1,1,2,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,healthy,0.0,1.0
account_100,contract_11_1_1,7,0.5833333333333334,2021-05-01,2,2,33,40,1,1,1,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,normal,0.0,1.0
account_100,contract_11_1_1,8,0.6666666666666666,2021-06-01,2,2,33,40,1,1,0,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,normal,0.0,1.0
account_100,contract_11_1_1,9,0.75,2021-07-01,3,2,40,78,1,1,2,3,3,1,1,0,1.0,0.0,7.0,38.0,0.0,0.0,1.0,1.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,healthy,0.0,1.0
account_100,contract_11_1_1,10,0.8333333333333334,2021-08-01,3,3,40,78,1,1,3,3,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,healthy,0.0,1.0
account_100,contract_11_1_1,11,0.9166666666666666,2021-09-01,3,3,40,78,1,1,3,3,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,healthy,0.0,1.0
account_100,contract_11_1_1,12,1.0,2021-10-01,4,4,33,78,1,2,4,4,4,0,1,0,1.0,1.0,-7.0,0.0,0.0,1.0,1.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,risky,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,healthy,0.0,1.0,healthy,0.0,1.0
account_101,contract_11_1_2,5,0.4166666666666667,2021-03-01,1,1,14,14,13,13,0,0,0,0,1,0,,,,,,,,,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_101,contract_11_1_2,6,0.5,2021-04-01,2,1,47,80,7,13,0,1,1,1,1,0,1.0,0.0,33.0,66.0,-6.0,0.0,1.0,1.0,2021,healthy,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_101,contract_11_1_2,7,0.5833333333333334,2021-05-01,2,1,47,80,7,13,1,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_101,contract_11_1_2,8,0.6666666666666666,2021-06-01,2,2,47,80,7,13,1,2,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_101,contract_11_1_2,9,0.75,2021-07-01,2,2,47,80,7,13,2,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,healthy,0.0,1.0
account_101,contract_11_1_2,10,0.8333333333333334,2021-08-01,2,2,47,80,7,13,2,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,healthy,0.0,1.0
account_101,contract_11_1_2,11,0.9166666666666666,2021-09-01,2,2,47,80,7,13,1,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_101,contract_11_1_2,12,1.0,2021-10-01,2,2,47,80,7,13,1,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,healthy,1.0,1.0,healthy,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_102,contract_11_1_3,11,0.9166666666666666,2021-09-01,1,1,21,21,8,8,0,0,0,0,0,0,,,,,,,,,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_102,contract_11_1_3,12,1.0,2021-10-01,1,1,21,21,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,healthy,7.0,1.0,healthy,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,2,0.16666666666666666,2020-12-01,1,1,3,3,2,2,0,0,0,0,0,0,,,,,,,,,2020,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,3,0.25,2021-01-01,1,1,3,3,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,4,0.3333333333333333,2021-02-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,5,0.4166666666666667,2021-03-01,1,1,3,3,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,6,0.5,2021-04-01,1,1,3,3,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,7,0.5833333333333334,2021-05-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,8,0.6666666666666666,2021-06-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,9,0.75,2021-07-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,10,0.8333333333333334,2021-08-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,11,0.9166666666666666,2021-09-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_103,contract_11_1_4,12,1.0,2021-10-01,1,1,3,3,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,risky,41.0,38.0,risky,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_104,contract_11_1_5,10,0.8333333333333334,2021-08-01,1,0,75,75,3,3,0,0,1,1,0,0,,,,,,,,,2021,normal,1.0,1.0,risky,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_104,contract_11_1_5,11,0.9166666666666666,2021-09-01,1,1,75,75,3,3,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2021,normal,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_104,contract_11_1_5,12,1.0,2021-10-01,1,1,75,75,3,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,normal,1.0,1.0,normal,1.0,1.0,healthy,41.0,38.0,healthy,53.0,39.0,risky,7.0,1.0,risky,7.0,2.0,normal,0.0,1.0,normal,0.0,1.0
account_104,contract_11_2_3,3,0.25,2022-01-01,1,1,6,6,5,5,0,0,0,0,1,0,,,,,,,,,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,risky,1.0,1.0
account_104,contract_11_2_3,4,0.3333333333333333,2022-02-01,1,1,6,6,5,5,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
account_104,contract_11_2_3,5,0.4166666666666667,2022-03-01,1,1,6,6,5,5,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,normal,1.0,1.0,normal,1.0,1.0,risky,44.0,44.0,risky,58.0,53.0,healthy,4.0,2.0,healthy,5.0,2.0,risky,1.0,1.0,normal,1.0,1.0
