account_id,contract_id,FOM,MOC,POC,total_user,active_user,session_duration,feature_adoption,usage_frequency,usage_recency,usage_recency_d,mom_active_user,mom_session_duration,mom_feature_adoption,mom_usage_frequency,contract_end_date,contract_status,pre_active_users,contract_year,active_user_label,active_user_median_ischr,active_user_median_isup,session_duration_label,session_duration_median_ischr,session_duration_median_isup,feature_adoption_label,feature_adoption_median_ischr,feature_adoption_median_isup,usage_frequency_label,usage_frequency_median_ischr,usage_frequency_median_isup,usage_recency_d_label,usage_recency_d_median_ischr,usage_recency_d_median_isup,pre_active_users_label,pre_active_users_median_ischr,pre_active_users_median_isup
account_1,contract_1_2_1,2021-04-01,4,0.3333333333333333,15.0,11,274,10,2,2021-04-20,19,3,190,0,1,2021-12-31,churned,0.7333333333333333,2021,healthy,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-05-01,5,0.4166666666666667,15.0,11,445,12,4,2021-05-16,15,0,171,0,2,2021-12-31,churned,0.7333333333333333,2021,healthy,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-06-01,6,0.5,15.0,1,81,12,11,2021-06-04,3,-10,-364,0,7,2021-12-31,churned,0.0666666666666666,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-07-01,7,0.5833333333333334,15.0,13,120,12,12,2021-07-12,11,12,39,0,1,2021-12-31,churned,0.8666666666666667,2021,healthy,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-08-01,8,0.6666666666666666,15.0,14,441,12,10,2021-08-24,23,1,321,0,-2,2021-12-31,churned,0.9333333333333332,2021,healthy,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-09-01,9,0.75,15.0,8,366,12,2,2021-09-23,22,-6,-75,0,-8,2021-12-31,churned,0.5333333333333333,2021,healthy,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-10-01,10,0.8333333333333334,15.0,4,152,12,7,2021-10-10,9,-4,-214,0,5,2021-12-31,churned,0.2666666666666666,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-11-01,11,0.9166666666666666,15.0,12,333,12,6,2021-11-03,2,8,181,0,-1,2021-12-31,churned,0.8,2021,healthy,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_1,contract_1_2_1,2021-12-01,12,1.0,15.0,4,342,12,2,2021-12-18,17,-8,9,0,-4,2021-12-31,churned,0.2666666666666666,2021,risky,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-01-01,1,0.0833333333333333,8.0,3,377,2,3,2020-01-18,17,0,0,0,0,2020-12-31,unknown,0.375,2020,risky,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-02-01,2,0.1666666666666666,8.0,4,99,8,8,2020-02-09,8,1,-278,0,5,2020-12-31,unknown,0.5,2020,risky,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-03-01,3,0.25,8.0,6,251,12,10,2020-03-18,17,2,152,0,2,2020-12-31,unknown,0.75,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-04-01,4,0.3333333333333333,8.0,6,101,12,11,2020-04-15,14,0,-150,0,1,2020-12-31,unknown,0.75,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,normal,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-05-01,5,0.4166666666666667,8.0,2,203,12,12,2020-05-01,0,-4,102,0,1,2020-12-31,unknown,0.25,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-06-01,6,0.5,8.0,7,160,12,10,2020-06-18,17,5,-43,0,-2,2020-12-31,unknown,0.875,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-07-01,7,0.5833333333333334,8.0,5,167,12,2,2020-07-22,21,-2,7,0,-8,2020-12-31,unknown,0.625,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-08-01,8,0.6666666666666666,8.0,6,64,12,10,2020-08-27,26,1,-103,0,8,2020-12-31,unknown,0.75,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-09-01,9,0.75,8.0,7,451,12,4,2020-09-23,22,1,387,0,-6,2020-12-31,unknown,0.875,2020,risky,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-10-01,10,0.8333333333333334,8.0,2,270,12,2,2020-10-07,6,-5,-181,0,-2,2020-12-31,unknown,0.25,2020,risky,8.0,6.0,normal,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-11-01,11,0.9166666666666666,8.0,2,69,12,6,2020-11-21,20,0,-201,0,4,2020-12-31,unknown,0.25,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_1_10,2020-12-01,12,1.0,8.0,6,194,12,8,2020-12-04,3,4,125,0,2,2020-12-31,unknown,0.75,2020,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-01-01,1,0.0833333333333333,8.0,7,231,5,5,2021-01-05,4,0,0,0,0,2021-12-31,unknown,0.875,2021,risky,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-02-01,2,0.1666666666666666,8.0,7,234,5,12,2021-02-03,2,0,3,0,7,2021-12-31,unknown,0.875,2021,risky,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-03-01,3,0.25,8.0,5,452,7,10,2021-03-28,27,-2,218,0,-2,2021-12-31,unknown,0.625,2021,risky,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-04-01,4,0.3333333333333333,8.0,4,187,10,6,2021-04-27,26,-1,-265,0,-4,2021-12-31,unknown,0.5,2021,risky,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-05-01,5,0.4166666666666667,8.0,4,398,10,5,2021-05-04,3,0,211,0,-1,2021-12-31,unknown,0.5,2021,risky,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-06-01,6,0.5,8.0,3,469,10,3,2021-06-04,3,-1,71,0,-2,2021-12-31,unknown,0.375,2021,risky,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-07-01,7,0.5833333333333334,8.0,3,406,10,8,2021-07-24,23,0,-63,0,5,2021-12-31,unknown,0.375,2021,risky,8.0,6.0,healthy,253.5,272.0,risky,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-08-01,8,0.6666666666666666,8.0,6,214,12,4,2021-08-23,22,3,-192,0,-4,2021-12-31,unknown,0.75,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-09-01,9,0.75,8.0,5,252,12,6,2021-09-16,15,-1,38,0,2,2021-12-31,unknown,0.625,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-10-01,10,0.8333333333333334,8.0,7,184,12,9,2021-10-07,6,2,-68,0,3,2021-12-31,unknown,0.875,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-11-01,11,0.9166666666666666,8.0,5,334,12,8,2021-11-18,17,-2,150,0,-1,2021-12-31,unknown,0.625,2021,risky,8.0,6.0,healthy,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_2_10,2021-12-01,12,1.0,8.0,6,193,12,10,2021-12-25,24,1,-141,0,2,2021-12-31,unknown,0.75,2021,risky,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_10,contract_1_3_6,2022-01-01,1,0.0833333333333333,8.0,2,140,12,5,2022-01-13,12,0,0,0,0,2022-12-31,unknown,0.25,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,risky,7.0,6.0,risky,13.0,13.0,risky,0.5,0.5
account_10,contract_1_3_6,2022-02-01,2,0.1666666666666666,8.0,6,470,12,5,2022-02-08,7,4,330,0,0,2022-12-31,unknown,0.75,2022,risky,7.0,6.0,healthy,270.0,268.0,normal,12.0,12.0,risky,7.0,6.0,risky,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-03-01,3,0.25,8.0,5,253,12,8,2022-03-10,9,-1,-217,0,3,2022-12-31,unknown,0.625,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,risky,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-04-01,4,0.3333333333333333,8.0,5,269,12,9,2022-04-02,1,0,16,0,1,2022-12-31,unknown,0.625,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,risky,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-05-01,5,0.4166666666666667,8.0,3,213,12,11,2022-05-28,27,-2,-56,0,2,2022-12-31,unknown,0.375,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_3_6,2022-06-01,6,0.5,8.0,5,221,12,7,2022-06-10,9,2,8,0,-4,2022-12-31,unknown,0.625,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,risky,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-07-01,7,0.5833333333333334,8.0,5,65,12,11,2022-07-22,21,0,-156,0,4,2022-12-31,unknown,0.625,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,healthy,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-08-01,8,0.6666666666666666,8.0,5,407,12,8,2022-08-24,23,0,342,0,-3,2022-12-31,unknown,0.625,2022,risky,7.0,6.0,healthy,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,healthy,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-09-01,9,0.75,8.0,7,290,12,2,2022-09-16,15,2,-117,0,-6,2022-12-31,unknown,0.875,2022,healthy,7.0,6.0,healthy,270.0,268.0,normal,12.0,12.0,risky,7.0,6.0,healthy,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-10-01,10,0.8333333333333334,8.0,2,204,12,9,2022-10-26,25,-5,-86,0,7,2022-12-31,unknown,0.25,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_3_6,2022-11-01,11,0.9166666666666666,8.0,6,282,12,2,2022-11-22,21,4,78,0,-7,2022-12-31,unknown,0.75,2022,risky,7.0,6.0,healthy,270.0,268.0,normal,12.0,12.0,risky,7.0,6.0,healthy,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_3_6,2022-12-01,12,1.0,8.0,4,253,12,12,2022-12-19,18,-2,-29,0,10,2022-12-31,unknown,0.5,2022,risky,7.0,6.0,risky,270.0,268.0,normal,12.0,12.0,healthy,7.0,6.0,healthy,13.0,13.0,normal,0.5,0.5
account_10,contract_1_4_3,2023-01-01,1,0.0833333333333333,8.0,7,110,8,11,2023-01-07,6,0,0,0,0,2023-12-31,unknown,0.875,2023,normal,7.0,7.0,risky,266.0,269.5,risky,12.0,12.0,healthy,7.0,6.0,risky,14.0,14.0,healthy,0.5,0.5
account_10,contract_1_4_3,2023-02-01,2,0.1666666666666666,8.0,2,374,11,3,2023-02-27,26,-5,264,0,-8,2023-12-31,unknown,0.25,2023,risky,7.0,7.0,healthy,266.0,269.5,risky,12.0,12.0,risky,7.0,6.0,healthy,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-03-01,3,0.25,8.0,3,424,12,3,2023-03-20,19,1,50,0,0,2023-12-31,unknown,0.375,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,healthy,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-04-01,4,0.3333333333333333,8.0,7,467,12,6,2023-04-21,20,4,43,0,3,2023-12-31,unknown,0.875,2023,normal,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,healthy,14.0,14.0,healthy,0.5,0.5
account_10,contract_1_4_3,2023-05-01,5,0.4166666666666667,8.0,5,197,12,6,2023-05-27,26,-2,-270,0,0,2023-12-31,unknown,0.625,2023,risky,7.0,7.0,risky,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,healthy,14.0,14.0,healthy,0.5,0.5
account_10,contract_1_4_3,2023-06-01,6,0.5,8.0,1,87,12,12,2023-06-23,22,-4,-110,0,6,2023-12-31,unknown,0.125,2023,risky,7.0,7.0,risky,266.0,269.5,normal,12.0,12.0,healthy,7.0,6.0,healthy,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-07-01,7,0.5833333333333334,8.0,2,310,12,1,2023-07-19,18,1,223,0,-11,2023-12-31,unknown,0.25,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,healthy,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-08-01,8,0.6666666666666666,8.0,2,273,12,11,2023-08-10,9,0,-37,0,10,2023-12-31,unknown,0.25,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,healthy,7.0,6.0,risky,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-09-01,9,0.75,8.0,2,444,12,1,2023-09-01,0,0,171,0,-10,2023-12-31,unknown,0.25,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,risky,14.0,14.0,risky,0.5,0.5
account_10,contract_1_4_3,2023-10-01,10,0.8333333333333334,8.0,4,479,12,4,2023-10-14,13,2,35,0,3,2023-12-31,unknown,0.5,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,risky,14.0,14.0,normal,0.5,0.5
account_10,contract_1_4_3,2023-11-01,11,0.9166666666666666,8.0,4,408,12,3,2023-11-03,2,0,-71,0,-1,2023-12-31,unknown,0.5,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,risky,7.0,6.0,risky,14.0,14.0,normal,0.5,0.5
account_10,contract_1_4_3,2023-12-01,12,1.0,8.0,1,323,12,9,2023-12-13,12,-3,-85,0,6,2023-12-31,unknown,0.125,2023,risky,7.0,7.0,healthy,266.0,269.5,normal,12.0,12.0,healthy,7.0,6.0,risky,14.0,14.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-01-01,1,0.0833333333333333,8.0,5,369,1,7,2024-01-19,18,0,0,0,0,2024-12-31,churned,0.625,2024,risky,7.0,7.0,healthy,267.0,275.0,risky,12.0,12.0,healthy,6.0,6.0,healthy,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_5_1,2024-02-01,2,0.1666666666666666,8.0,3,251,12,7,2024-02-06,5,-2,-118,0,0,2024-12-31,churned,0.375,2024,risky,7.0,7.0,risky,267.0,275.0,normal,12.0,12.0,healthy,6.0,6.0,risky,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-03-01,3,0.25,8.0,2,295,12,9,2024-03-16,15,-1,44,0,2,2024-12-31,churned,0.25,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,healthy,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-04-01,4,0.3333333333333333,8.0,2,360,12,3,2024-04-26,25,0,65,0,-6,2024-12-31,churned,0.25,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-05-01,5,0.4166666666666667,8.0,3,331,12,4,2024-05-25,24,1,-29,0,1,2024-12-31,churned,0.375,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-06-01,6,0.5,8.0,4,155,12,4,2024-06-18,17,1,-176,0,0,2024-12-31,churned,0.5,2024,risky,7.0,7.0,risky,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,healthy,13.0,13.0,normal,0.5,0.5
account_10,contract_1_5_1,2024-07-01,7,0.5833333333333334,8.0,1,302,12,8,2024-07-20,19,-3,147,0,4,2024-12-31,churned,0.125,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,healthy,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-08-01,8,0.6666666666666666,8.0,1,321,12,11,2024-08-22,21,0,19,0,3,2024-12-31,churned,0.125,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,healthy,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-09-01,9,0.75,8.0,1,316,12,5,2024-09-24,23,0,-5,0,-6,2024-12-31,churned,0.125,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-10-01,10,0.8333333333333334,8.0,3,282,12,10,2024-10-01,0,2,-34,0,5,2024-12-31,churned,0.375,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,healthy,6.0,6.0,risky,13.0,13.0,risky,0.5,0.5
account_10,contract_1_5_1,2024-11-01,11,0.9166666666666666,8.0,7,247,12,5,2024-11-13,12,4,-35,0,-5,2024-12-31,churned,0.875,2024,normal,7.0,7.0,risky,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,risky,13.0,13.0,healthy,0.5,0.5
account_10,contract_1_5_1,2024-12-01,12,1.0,8.0,2,336,12,3,2024-12-27,26,-5,89,0,-2,2024-12-31,churned,0.25,2024,risky,7.0,7.0,healthy,267.0,275.0,normal,12.0,12.0,risky,6.0,6.0,healthy,13.0,13.0,risky,0.5,0.5
account_100,contract_11_1_1,2020-11-01,1,0.0833333333333333,13.0,11,111,9,4,2020-11-10,9,0,0,0,0,2021-10-31,churned,0.8461538461538461,2020,healthy,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_100,contract_11_1_1,2020-12-01,2,0.1666666666666666,13.0,4,220,9,3,2020-12-03,2,-7,109,0,-1,2021-10-31,churned,0.3076923076923077,2020,risky,8.0,6.0,risky,253.5,272.0,risky,11.0,12.0,risky,7.5,6.0,risky,12.5,14.0,risky,0.583916083916084,0.4666666666666667
account_100,contract_11_1_1,2021-01-01,3,0.25,13.0,10,261,11,3,2021-01-15,14,6,41,0,0,2021-10-31,churned,0.7692307692307693,2021,healthy,8.0,6.0,normal,253.5,272.0,normal,11.0,12.0,risky,7.5,6.0,normal,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
account_100,contract_11_1_1,2021-02-01,4,0.3333333333333333,13.0,10,178,12,12,2021-02-20,19,0,-83,0,9,2021-10-31,churned,0.7692307692307693,2021,healthy,8.0,6.0,risky,253.5,272.0,normal,11.0,12.0,healthy,7.5,6.0,healthy,12.5,14.0,healthy,0.583916083916084,0.4666666666666667
