FOM,ticket_id,account_id,contract_id,ticket_creation_date,ticket_close_date,response_time,resolution_time,priority,ticket_subject,status
2020-07-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_2,In Progress
2020-08-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_4,Pending
2020-09-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_3,Resolved
2020-10-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_3,In Progress
2020-11-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_1,Pending
2020-12-01,ticket_3170,account_100,contract_11_1_1,2020-01-27,2020-02-07,1,11,Critical,issue_1,Resolved
2020-10-01,ticket_9552,account_101,contract_11_1_2,2020-09-04,2020-10-04,2,30,Medium,issue_1,Pending
2020-11-01,ticket_9552,account_101,contract_11_1_2,2020-09-04,2020-10-04,2,30,Medium,issue_1,Resolved
2020-12-01,ticket_9552,account_101,contract_11_1_2,2020-09-04,2020-10-04,2,30,Medium,issue_4,Resolved
2020-09-01,ticket_3900,account_101,contract_11_1_2,2020-08-28,,1,75,Critical,issue_4,In Progress
2020-10-01,ticket_3900,account_101,contract_11_1_2,2020-08-28,,1,75,Critical,issue_2,In Progress
2020-11-01,ticket_3900,account_101,contract_11_1_2,2020-08-28,2020-11-11,1,75,Critical,issue_4,Resolved
2020-12-01,ticket_3900,account_101,contract_11_1_2,2020-08-28,2020-11-11,1,75,Critical,issue_4,Open
2020-06-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_2,Pending
2020-07-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_2,Open
2020-08-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_1,Pending
2020-09-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_2,In Progress
2020-10-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_2,Resolved
2020-11-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_3,Closed
2020-12-01,ticket_1205,account_101,contract_11_1_2,2020-05-05,2020-05-11,1,6,Critical,issue_4,In Progress
2020-11-01,ticket_8435,account_102,contract_11_1_3,2020-10-17,,6,46,Low,issue_3,Resolved
2020-12-01,ticket_8435,account_102,contract_11_1_3,2020-10-17,2020-12-02,6,46,Low,issue_3,Resolved
2020-08-01,ticket_4051,account_102,contract_11_1_3,2020-07-17,,1,72,Critical,issue_4,Closed
2020-09-01,ticket_4051,account_102,contract_11_1_3,2020-07-17,2020-09-27,1,72,Critical,issue_1,Pending
2020-10-01,ticket_4051,account_102,contract_11_1_3,2020-07-17,2020-09-27,1,72,Critical,issue_3,Pending
2020-11-01,ticket_4051,account_102,contract_11_1_3,2020-07-17,2020-09-27,1,72,Critical,issue_3,Resolved
2020-12-01,ticket_4051,account_102,contract_11_1_3,2020-07-17,2020-09-27,1,72,Critical,issue_4,Resolved
2020-06-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,,13,77,Low,issue_1,Open
2020-07-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,,13,77,Low,issue_1,Resolved
2020-08-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,2020-08-08,13,77,Low,issue_2,Pending
2020-09-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,2020-08-08,13,77,Low,issue_3,Closed
2020-10-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,2020-08-08,13,77,Low,issue_1,Pending
2020-11-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,2020-08-08,13,77,Low,issue_3,In Progress
2020-12-01,ticket_9469,account_103,contract_11_1_4,2020-05-23,2020-08-08,13,77,Low,issue_1,Pending
2021-04-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,,6,46,Medium,issue_3,Closed
2021-05-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_3,In Progress
2021-06-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_2,In Progress
2021-07-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_3,In Progress
2021-08-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_4,In Progress
2021-09-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_4,Resolved
2021-10-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_1,Resolved
2021-11-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_2,Open
2021-12-01,ticket_2559,account_103,contract_11_2_2,2021-03-16,2021-05-01,6,46,Medium,issue_4,In Progress
2021-08-01,ticket_5331,account_103,contract_11_2_2,2021-07-31,2021-08-29,1,29,Medium,issue_3,In Progress
2021-09-01,ticket_5331,account_103,contract_11_2_2,2021-07-31,2021-08-29,1,29,Medium,issue_3,Open
2021-10-01,ticket_5331,account_103,contract_11_2_2,2021-07-31,2021-08-29,1,29,Medium,issue_4,Closed
2021-11-01,ticket_5331,account_103,contract_11_2_2,2021-07-31,2021-08-29,1,29,Medium,issue_3,Pending
2021-12-01,ticket_5331,account_103,contract_11_2_2,2021-07-31,2021-08-29,1,29,Medium,issue_4,In Progress
2020-06-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_4,Pending
2020-07-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_1,In Progress
2020-08-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_2,In Progress
2020-09-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_3,In Progress
2020-10-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_2,Closed
2020-11-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_1,Open
2020-12-01,ticket_2452,account_104,contract_11_1_5,2020-05-08,2020-06-26,1,49,Critical,issue_2,Pending
2020-06-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,,5,58,Low,issue_2,Open
2020-07-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_1,Resolved
2020-08-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_3,Resolved
2020-09-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_2,In Progress
2020-10-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_1,Open
2020-11-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_2,In Progress
2020-12-01,ticket_5073,account_104,contract_11_1_5,2020-05-23,2020-07-20,5,58,Low,issue_4,Pending
2021-09-01,ticket_4603,account_104,contract_11_2_3,2021-08-31,,6,61,Low,issue_4,In Progress
2021-10-01,ticket_4603,account_104,contract_11_2_3,2021-08-31,2021-10-31,6,61,Low,issue_3,In Progress
2021-11-01,ticket_4603,account_104,contract_11_2_3,2021-08-31,2021-10-31,6,61,Low,issue_2,In Progress
2021-12-01,ticket_4603,account_104,contract_11_2_3,2021-08-31,2021-10-31,6,61,Low,issue_2,Resolved
2020-03-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,,4,82,High,issue_3,Open
2020-04-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,,4,82,High,issue_2,Pending
2020-05-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_4,Resolved
2020-06-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_4,Resolved
2020-07-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_4,Resolved
2020-08-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_2,Resolved
2020-09-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_1,Pending
2020-10-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_3,Closed
2020-11-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_4,In Progress
2020-12-01,ticket_9753,account_105,contract_11_1_6,2020-02-12,2020-05-04,4,82,High,issue_1,Resolved
2021-11-01,ticket_5911,account_105,contract_11_2_4,2021-10-05,,1,70,Critical,issue_3,In Progress
2021-12-01,ticket_5911,account_105,contract_11_2_4,2021-10-05,2021-12-14,1,70,Critical,issue_2,Open
2022-03-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_2,Resolved
2022-04-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_3,In Progress
2022-05-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_3,In Progress
2022-06-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_1,Pending
2022-07-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_4,In Progress
2022-08-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_1,Resolved
2022-09-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_3,Resolved
2022-10-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_1,Pending
2022-11-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_4,In Progress
2022-12-01,ticket_4071,account_105,contract_11_3_1,2022-02-08,2022-03-23,3,43,Medium,issue_3,Open
2020-10-01,ticket_5907,account_106,contract_11_1_7,2020-09-05,2020-09-17,1,12,Critical,issue_2,Closed
2020-11-01,ticket_5907,account_106,contract_11_1_7,2020-09-05,2020-09-17,1,12,Critical,issue_3,Pending
2020-12-01,ticket_5907,account_106,contract_11_1_7,2020-09-05,2020-09-17,1,12,Critical,issue_4,In Progress
2020-06-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,,8,63,Low,issue_1,Resolved
2020-07-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_1,In Progress
2020-08-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_2,In Progress
2020-09-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_2,Open
2020-10-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_2,In Progress
2020-11-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_1,Resolved
2020-12-01,ticket_6682,account_106,contract_11_1_7,2020-05-15,2020-07-17,8,63,Low,issue_4,Open
2020-04-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_2,Open
2020-05-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_2,Pending
2020-06-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_1,Closed
2020-07-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_1,Pending
2020-08-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_2,In Progress
2020-09-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_4,In Progress
2020-10-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_4,Pending
2020-11-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_2,In Progress
2020-12-01,ticket_9111,account_106,contract_11_1_7,2020-03-15,2020-04-08,7,24,Medium,issue_2,In Progress
2021-06-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,,1,73,Medium,issue_4,Resolved
2021-07-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_3,Pending
2021-08-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_3,In Progress
2021-09-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_1,In Progress
2021-10-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_2,Open
2021-11-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_3,Pending
2021-12-01,ticket_5439,account_106,contract_11_2_5,2021-05-19,2021-07-31,1,73,Medium,issue_4,In Progress
2021-08-01,ticket_7961,account_106,contract_11_2_5,2021-07-15,2021-08-08,4,24,Medium,issue_2,Resolved
2021-09-01,ticket_7961,account_106,contract_11_2_5,2021-07-15,2021-08-08,4,24,Medium,issue_4,In Progress
2021-10-01,ticket_7961,account_106,contract_11_2_5,2021-07-15,2021-08-08,4,24,Medium,issue_1,In Progress
2021-11-01,ticket_7961,account_106,contract_11_2_5,2021-07-15,2021-08-08,4,24,Medium,issue_1,Resolved
2021-12-01,ticket_7961,account_106,contract_11_2_5,2021-07-15,2021-08-08,4,24,Medium,issue_3,Pending
2022-11-01,ticket_9185,account_106,contract_11_3_2,2022-11-01,,1,36,Critical,issue_2,Open
2022-12-01,ticket_9185,account_106,contract_11_3_2,2022-11-01,2022-12-07,1,36,Critical,issue_2,Closed
2020-07-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,,2,40,High,issue_3,Open
2020-08-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,2020-08-10,2,40,High,issue_4,In Progress
2020-09-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,2020-08-10,2,40,High,issue_3,Resolved
2020-10-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,2020-08-10,2,40,High,issue_4,In Progress
2020-11-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,2020-08-10,2,40,High,issue_4,Pending
2020-12-01,ticket_7753,account_107,contract_11_1_8,2020-07-01,2020-08-10,2,40,High,issue_3,Open
2022-11-01,ticket_1319,account_107,contract_11_3_3,2022-10-03,2022-11-09,4,37,High,issue_4,Open
2022-12-01,ticket_1319,account_107,contract_11_3_3,2022-10-03,2022-11-09,4,37,High,issue_1,In Progress
2020-12-01,ticket_8305,account_108,contract_11_1_9,2020-11-29,2020-12-01,1,2,Low,issue_1,In Progress
2020-06-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_3,In Progress
2020-07-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_1,Pending
2020-08-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_2,Open
2020-09-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_4,Pending
2020-10-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_1,Closed
2020-11-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_4,In Progress
2020-12-01,ticket_6545,account_108,contract_11_1_9,2020-05-08,2020-05-13,1,5,Critical,issue_4,In Progress
2021-02-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,,1,72,Critical,issue_1,In Progress
2021-03-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_2,In Progress
2021-04-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_1,Resolved
2021-05-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_2,Pending
2021-06-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_1,Pending
2021-07-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_1,Resolved
2021-08-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_1,Resolved
2021-09-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_1,In Progress
2021-10-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_4,Resolved
2021-11-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_4,Pending
2021-12-01,ticket_3511,account_108,contract_11_2_7,2021-01-03,2021-03-16,1,72,Critical,issue_4,Closed
2021-10-01,ticket_1963,account_108,contract_11_2_7,2021-09-29,,9,56,Low,issue_2,Pending
2021-11-01,ticket_1963,account_108,contract_11_2_7,2021-09-29,2021-11-24,9,56,Low,issue_4,Resolved
2021-12-01,ticket_1963,account_108,contract_11_2_7,2021-09-29,2021-11-24,9,56,Low,issue_4,In Progress
2021-05-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_2,In Progress
2021-06-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_4,In Progress
2021-07-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_1,In Progress
2021-08-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_3,Open
2021-09-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_4,Pending
2021-10-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_1,Pending
2021-11-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_3,Open
2021-12-01,ticket_4709,account_108,contract_11_2_7,2021-04-03,2021-04-12,1,9,Critical,issue_1,In Progress
2022-12-01,ticket_9996,account_109,contract_11_3_5,2022-11-05,2022-12-16,1,41,Critical,issue_3,In Progress
2022-04-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,,11,67,Low,issue_4,In Progress
2022-05-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_1,Pending
2022-06-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_4,Resolved
2022-07-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_3,Closed
2022-08-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_3,In Progress
2022-09-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_3,Resolved
2022-10-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_1,In Progress
2022-11-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_4,Pending
2022-12-01,ticket_8758,account_109,contract_11_3_5,2022-03-24,2022-05-30,11,67,Low,issue_3,In Progress
2022-03-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,,2,73,Medium,issue_3,Resolved
2022-04-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_4,Resolved
2022-05-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_2,In Progress
2022-06-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_2,In Progress
2022-07-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_4,Open
2022-08-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_3,In Progress
2022-09-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_4,Open
2022-10-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_2,In Progress
2022-11-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_2,Open
2022-12-01,ticket_6939,account_109,contract_11_3_5,2022-02-08,2022-04-22,2,73,Medium,issue_3,In Progress
2020-04-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,,2,72,High,issue_3,Closed
2020-05-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_1,Closed
2020-06-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,Resolved
2020-07-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,Resolved
2020-08-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,Pending
2020-09-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,In Progress
2020-10-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,Closed
2020-11-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_4,In Progress
2020-12-01,ticket_4918,account_110,contract_11_1_11,2020-03-10,2020-05-21,2,72,High,issue_3,Pending
2020-10-01,ticket_8531,account_110,contract_11_1_11,2020-09-23,2020-10-08,3,15,Medium,issue_1,Pending
2020-11-01,ticket_8531,account_110,contract_11_1_11,2020-09-23,2020-10-08,3,15,Medium,issue_3,Pending
2020-12-01,ticket_8531,account_110,contract_11_1_11,2020-09-23,2020-10-08,3,15,Medium,issue_3,Resolved
2020-11-01,ticket_7545,account_111,contract_11_1_12,2020-10-06,,1,85,Critical,issue_1,Pending
2020-12-01,ticket_7545,account_111,contract_11_1_12,2020-10-06,2020-12-30,1,85,Critical,issue_1,Pending
